numreq|numord|item|descrip|unidad|cantidad|costo|costo_cif|costo_dola|costo_tot|cantdesp|penddesp|estatus|emision|provee
24C001||56820-4A600|TERMINAL DIRECCION H1 2005-2007 (5687243010)||40.0000|2.8800|3.3700|0.0000|115.2000|40.0000|0.0000|OK|20240511|00000096
24C001||56820-4H000|TERMINAL RH HYUNDAI H1 2009||30.0000|4.5700|5.3500|0.0000|137.1000|30.0000|0.0000|OK|20240511|00000096
24C001||56820-4H100|TERMINAL LH HYUNDAI H1 2009||30.0000|5.0700|5.9300|0.0000|152.1000|30.0000|0.0000|OK|20240511|00000096
24C001||25281-3C100|TENSOR CORREA UNICA SONATA 3.3||40.0000|18.2000|21.2900|0.0000|728.0000|40.0000|0.0000|OK|20240511|00000096
24C001||24410-2X701-OEM|TENSOR KIA RIO 1.5 GATES||50.0000|4.5500|5.3200|0.0000|227.5000|50.0000|0.0000|OK|20240511|00000096
24C001||3918022600|SENSOR POSICION CIGUENAL GETZ 1.6 OEM||50.0000|7.6000|8.8900|0.0000|380.0000|50.0000|0.0000|OK|20240511|00000096
24C001||0K65B-32611|CORREA DIRECCION PREGIO 3.0 A34.4||50.0000|1.9700|2.3000|0.0000|98.5000|50.0000|0.0000|OK|20240511|00000096
24C001||94460-2F000-K|FLOTANTE GASOLINA KIA CERATO 1.6 AM||50.0000|3.9800|4.6600|0.0000|199.0000|50.0000|0.0000|OK|20240511|00000096
24C001||0K30E-12121|VALVULA ESCAPE KIA RIO 1.5||320.0000|1.6300|1.9100|0.0000|521.6000|320.0000|0.0000|OK|20240511|00000096
24C001||22212-02500|VALVULA ESCAPE PICANTO||120.0000|1.7200|2.0100|0.0000|206.4000|120.0000|0.0000|OK|20240511|00000096
24C001||22212-3E000|VALVULA ESCAPE SANTA FE 2.7||120.0000|1.5900|1.8600|0.0000|190.8000|120.0000|0.0000|OK|20240511|00000096
24C001||39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)||100.0000|3.2100|3.7600|0.0000|321.0000|100.0000|0.0000|OK|20240511|00000096
24C001||54830-FD000|BIELETA KIA RIO STYLUS RH||200.0000|2.3200|2.7100|0.0000|464.0000|200.0000|0.0000|OK|20240511|00000096
24C001||21930-2B500|BASE MOTOR TRASERA SANTA FE 07-09||31.0000|17.7400|20.7600|0.0000|549.9400|31.0000|0.0000|OK|20240511|00000096
24C001||54830-3L000|BIELETA HYUNDAI SONATA 3.3 54830-3K010||80.0000|2.8400|3.3200|0.0000|227.2000|80.0000|0.0000|OK|20240511|00000096
24C001||25100-3C120|BOMBA AGUA SONATA 3.3/SEDONA 3.8/VERACRUZ||10.0000|22.8100|26.6900|0.0000|228.1000|10.0000|0.0000|OK|20240511|00000096
24C001||54584-2E000|BUJE MESETA GRANDE TUCSON||300.0000|1.6800|1.9700|0.0000|504.0000|300.0000|0.0000|OK|20240511|00000096
10030684||K16R-U11|BUJIA RIO / PICANTO / CERATO / SEDONA / OPTIMA||288.0000|1.2500|1.2500|0.0000|360.0000|288.0000|0.0000|OK|20240627|00000111
10030684||PK16TT|BUJIA PLATINUM TT  KIA RIO / PICANTO /||96.0000|2.8000|2.8000|0.0000|268.8000|96.0000|0.0000|OK|20240627|00000111
00524051||21830-1G000-SEO|BASE CAJA LH KIA RIO 1.6/ACCENT CVVT 1.6||38.0000|7.8000|9.7500|0.0000|296.4000|0.0000|38.0000|PE|20240627|
00524051||24100-02200-SEO|ARBOL LEVA KIA PICANTO||100.0000|17.0000|21.2500|0.0000|1700.0000|100.0000|0.0000|OK|20240627|00000063
00524051||24100-26601-SEO|ARBOL LEVA ADM. GETZ 1.6 SEONG||108.0000|19.0000|23.7500|0.0000|2052.0000|108.0000|0.0000|OK|20240627|00000063
00524051||0K30E-12420A-SE|ARBOL LEVA ADMISION KIA RIO STYLUS 1.5||100.0000|17.5000|21.8800|0.0000|1750.0000|100.0000|0.0000|OK|20240627|00000063
00524051||24100-23770-SEO|ARBOL LEVA ADMISION TUCSON||102.0000|19.0000|23.7500|0.0000|1938.0000|102.0000|0.0000|OK|20240627|00000063
00524051||0K30F39050A-KP|BASE MOTOR KIA RIO STYLUS 1 KP||150.0000|4.7000|5.8800|0.0000|705.0000|150.0000|0.0000|OK|20240627|00000063
00524051||21811-4A200-SE|BASE MOTOR RH/LH H1 07 SEONG||100.0000|3.9000|4.8800|0.0000|390.0000|100.0000|0.0000|OK|20240627|00000063
00524051||21813-4A021-SE|BASE CAJA TRASERA HYUNDAI H1 06 SEONG||50.0000|6.5000|8.1300|0.0000|325.0000|50.0000|0.0000|OK|20240627|00000063
00524051||21930-1C250-SE|BASE CAJA CHUPETA GETZ T/A||200.0000|5.8000|7.2500|0.0000|1160.0000|200.0000|0.0000|OK|20240627|00000063
00524051||21810-1C220-KP|BASE MOTOR RH GETZ||37.0000|11.2000|14.0000|0.0000|414.4000|37.0000|0.0000|OK|20240627|00000063
00524051||0K75A-39040-KP|BASE CAJA KIA PREGIO KP||50.0000|3.5000|4.3800|0.0000|175.0000|50.0000|0.0000|OK|20240627|00000063
00524051||21830-1G000-SEO|BASE CAJA LH KIA RIO 1.6/ACCENT CVVT 1.6||38.0000|7.8000|9.7500|0.0000|296.4000|0.0000|0.0000||20240627|00000063
00524051||21830-2E000|BASE CAJA TUCSON T/M - T/A 4X4||17.0000|9.9400|12.4300|0.0000|168.9800|17.0000|0.0000|OK|20240627|00000063
00524051||21930-1G000|BASE MOTOR TRASERA KIA RIO 1.6/ACCENT CVVT 1.6||50.0000|5.3000|6.6300|0.0000|265.0000|50.0000|0.0000|OK|20240627|00000063
00524051||21930-2E300-SEO|BASE MOTOR TRASERA TUCSON KP||120.0000|3.5000|4.3800|0.0000|420.0000|120.0000|0.0000|OK|20240627|00000063
00524051||23510-26030-SEO|BRAZO BIELA GETZ/ACC/ELAN SEONG||100.0000|5.0000|6.2500|0.0000|500.0000|100.0000|0.0000|OK|20240627|00000063
00524051||23510-3E101-SEO|BRAZO BIELA HYUNDAI SANTA FE 2.7 SEONG||50.0000|10.5000|13.1300|0.0000|525.0000|50.0000|0.0000|OK|20240627|00000063
00524051||0K30C-11210-SEO|BRAZO BIELA KIA RIO 1.5 SEONG||50.0000|6.8000|8.5000|0.0000|340.0000|50.0000|0.0000|OK|20240627|00000063
00524051||23510-23700-SEO|BRAZO BIELA TUCSON SEONG||100.0000|6.3000|7.8800|0.0000|630.0000|100.0000|0.0000|OK|20240627|00000063
00524051||24321-3E000-SE|CADENA LEVA HYUNDAI SANTA FE 2.7||100.0000|6.8000|8.5000|0.0000|680.0000|100.0000|0.0000|OK|20240627|00000063
00524051||23124-2X010-SEO|DAMPER KIA RIO STYLUS SEONG||50.0000|11.5000|14.3800|0.0000|575.0000|50.0000|0.0000|OK|20240627|00000063
00524051||24211-35500|ENGRANAJE LEVA KIA SPORTAGE 2.7/SANTA FE 2.7||50.0000|5.5000|6.8800|0.0000|275.0000|50.0000|0.0000|OK|20240627|00000063
00524051||22311-26101-SEO|EMPACADURA CAMARA HYUNDAI GETZ 1.6/ELAN 1.6 SEONG||200.0000|1.3000|1.6300|0.0000|260.0000|200.0000|0.0000|OK|20240627|00000063
00524051||22311-38400-SEO|EMPACADURA CAMARA HYUNDAI H1 2007 CORREA SEONG||100.0000|1.5000|1.8800|0.0000|150.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-2C200-SEO|EMPACADURA CAMARA HYUNDAI H1 2009 CADENA SEONG||100.0000|1.7000|2.1300|0.0000|170.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-37310/20S|SET EMPACADURA CAMARA KIA SPORTAGE 2.7 IZQ+DER SEO||200.0000|2.8000|3.5000|0.0000|560.0000|200.0000|0.0000|OK|20240627|00000063
00524051||22311-2B000-SEO|EMPACADURA CAMARA KIA CERATO 1.6 SEONG||100.0000|1.5000|1.8800|0.0000|150.0000|100.0000|0.0000|OK|20240627|00000063
00524051||0K30E-10271-SEO|EMPACADURA CAMARA KIA RIO 1.5 SEONG||200.0000|1.5000|1.8800|0.0000|300.0000|200.0000|0.0000|OK|20240627|00000063
00524051||22311-3E150-SEO|EMPACADURA CAMARA RH HYUNDAI SANTA FE 2.7||100.0000|1.6000|2.0000|0.0000|160.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-3E100-SEO|EMPACADURA CAMARA LH HYUNDAI SANTA FE 2.7||100.0000|1.6000|2.0000|0.0000|160.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-3CAC0-SEO|EMPACADURA CAMARA LH KIA SEDO/SOREN/VER 3.8 SEONG||100.0000|1.7000|2.1300|0.0000|170.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-3CAD0-SEO|EMPACADURA CAMARA RH KIA SEDO/SOREN/VER 3.8 SEONG||100.0000|1.7000|2.1300|0.0000|170.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-3C100-SEO|EMPACADURA CAMARA LH KIA SONATA 3.3 SEONG||100.0000|1.7000|2.1300|0.0000|170.0000|100.0000|0.0000|OK|20240627|00000063
00524051||22311-3C120-SEO|EMPACADURA CAMARA RH KIA SONATA 3.3 SEONG||100.0000|1.7000|2.1300|0.0000|170.0000|100.0000|0.0000|OK|20240627|00000063
00524051||0K30A-15185C-SE|MANGUERA RAD. INF KIA RIO STYLUS 1.5 SEONG||200.0000|1.8000|2.2500|0.0000|360.0000|200.0000|0.0000|OK|20240627|00000063
00524051||0K30E-15186B-SE|MANGUERA RAD. SUP KIA RIO STYLUS 1.5 SEONG||200.0000|1.8000|2.2500|0.0000|360.0000|200.0000|0.0000|OK|20240627|00000063
00524051||51750-FD000-KP|MOSO DELANTERO KIA RIO KP||150.0000|6.0000|7.5000|0.0000|900.0000|150.0000|0.0000|OK|20240627|00000063
00524051||23041-2B001-SEO|JGO. PISTON KIA CERATO 1.6 STD CADENA||100.0000|11.0000|13.7500|0.0000|1100.0000|100.0000|0.0000|OK|20240627|00000063
00524051||21020-22960-025|JGO. CONCHA BANCADA ACC/GETZ 0.10 (0.25)||500.0000|3.3000|4.1300|0.0000|1650.0000|500.0000|0.0000|OK|20240627|00000063
00524051||21020-22960-STD|JGO. CONCHA BANCADA ACC/GETZ STD||300.0000|3.3000|4.1300|0.0000|990.0000|300.0000|0.0000|OK|20240627|00000063
00524051||23060-22960-025|JGO. CONCHA BIELA ACC/GETZ 0.10 (0.25)||500.0000|2.0000|2.5000|0.0000|1000.0000|500.0000|0.0000|OK|20240627|00000063
00524051||23060-22960-STD|JGO. CONCHA BIELA ACC/GETZ STD 26040||300.0000|2.0000|2.5000|0.0000|600.0000|300.0000|0.0000|OK|20240627|00000063
00524051||0K77P-15200B-SE|RADIADOR KIA PREGIO 3.0 SEONG||40.0000|36.5000|45.6300|0.0000|1460.0000|40.0000|0.0000|OK|20240627|00000063
00524051||25310-2D010-SE|RADIADOR ELANTRA T/A SEONG||30.0000|26.5000|33.1300|0.0000|795.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-4H500-SE|RADIADOR HYUNDAI H1 09 SEONG||30.0000|28.0000|35.0000|0.0000|840.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-2B100-SE|RADIADOR HYUNDAI SANTA FE 2.7 SEONG||30.0000|31.5000|39.3800|0.0000|945.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-3K280-SE|RADIADOR HYUNDAI SONATA 3.3 SEONG||30.0000|30.0000|37.5000|0.0000|900.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-FD010-SE|RADIADOR KIA RIO STYLUS 1.5 SEONG||30.0000|23.0000|28.7500|0.0000|690.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-2E400-SE|RADIADOR TUCSON T/A SEONG||30.0000|29.0000|36.2500|0.0000|870.0000|30.0000|0.0000|OK|20240627|00000063
00524051||25310-2E100A-SE|RADIADOR TUCSON T/M SEONG||30.0000|29.0000|36.2500|0.0000|870.0000|30.0000|0.0000|OK|20240627|00000063
00524051||22211-3C811-SEO|VALVULA ADM. SONATA 3.3/SOREN/SEDO SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22211-23600|VALVULA ADMISION TUCSON||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22211-26600-SEO|VALVULA ADM. GETZ 1.6/ELAN 1.6 SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22211-02200-SEO|VALVULA ADM. KIA PICANTO SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||0K30E-12111-SEO|VALVULA ADM. KIA RIO STYLUS SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22211-3E000-SEO|VALVULA ADM. HYUNDAI SANTA FE 2.7 SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22211-37201-SEO|VALVULA ADM. KIA SPORTAGE 2.7/SANTA FE SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-26600-SEO|VALVULA ESC. GETZ 1.6/ELAN 1.6 SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-02200-SEO|VALVULA ESC. KIA PICANTO SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||0K30E-12121-SEO|VALVULA ESC KIA RIO STYLUS SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-3E000-SEO|VALVULA ESC. HYUNDAI SANTA FE 2.7 SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-37201-SEO|VALVULA ESC. KIA SPORTAGE 2.7/SANTA FE SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-3C100-SEO|VALVULA ESC. SONATA 3.3/SOREN/SEDO SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||22212-23600-SEO|VALVULA ESC. TUCSON/ELAN/SPORT 2.0 SEONG||400.0000|1.0000|1.2500|0.0000|400.0000|400.0000|0.0000|OK|20240627|00000063
00524051||25380-1C360-A|ELECTROVENTILADOR GETZ 1.6||150.0000|17.5000|21.8800|0.0000|2625.0000|150.0000|0.0000|OK|20240627|00000063
00524051||21830-2E100|BASE CAJA IZQ TUCSON T/A 4x4/4x2||64.0000|7.2000|9.0000|0.0000|460.8000|64.0000|0.0000|OK|20240627|00000063
5240411||25380-1C360-A|ELECTROVENTILADOR GETZ 1.6||50.0000|17.5000|21.3500|0.0000|875.0000|50.0000|0.0000|OK|20240709|00000063
52407291|00000003|0K79A-32110A-SE|CAJETIN DIRECCION HIDRAULICA KIA PREGIO 3.0||30.0000|65.5000|78.6000|0.0000|1965.0000|30.0000|0.0000|OK|20240916|00000063
52407291|00000003|0K77P-15200B-SE|RADIADOR KIA PREGIO 3.0 SEONG||50.0000|36.5000|43.8000|0.0000|1825.0000|50.0000|0.0000|OK|20240916|00000063
SINNUM||24150-23761|FILTRO OCV TUCSON||1000.0000|3.1200|3.1200|0.0000|3120.0000|1000.0000|0.0000|OK|20241007|00000113
SINNUM||24211-23000|ENGRAJE LEVA TUCSON/SPORTAGE 2.0||140.0000|9.1200|9.1200|0.0000|1276.8000|140.0000|0.0000|OK|20241007|00000113
SINNUM||21441-23500|PORTA ESTOPERA TRASERA TUCSON/SPORTAGE 2.0||200.0000|6.0000|6.0000|0.0000|1200.0000|200.0000|0.0000|OK|20241007|00000113
SINNUM||23123-23000|FLANCHE CIGUENAL TUCSON||200.0000|1.2000|1.2000|0.0000|240.0000|200.0000|0.0000|OK|20241007|00000113
SINNUM||23121-23000|ENGRANAJE CIGUENAL TUCSON||40.0000|7.2000|7.2000|0.0000|288.0000|40.0000|0.0000|OK|20241007|00000113
SINNUM||23410-25201|JGO. PISTON HYUNDAI H1 09 0.20 (0.50) CADENA 2G212||20.0000|43.2000|43.2000|0.0000|864.0000|20.0000|0.0000|OK|20241007|00000113
SINNUM||21441-22610|PORTA ESTOPERA TRASERA GETZ 1.6 /ELAN 1.6||200.0000|6.0000|6.0000|0.0000|1200.0000|200.0000|0.0000|OK|20241007|00000113
SINNUM||24211-26100|ENGRANAJE LEVA GETZ/ELAN 1.6||150.0000|10.0000|10.0000|0.0000|1500.0000|150.0000|0.0000|OK|20241007|00000113
SINNUM||21350-2E310|BOMBA ACEITE TUCSON 2.0 2015 2E330||10.0000|108.0000|108.0000|0.0000|1080.0000|10.0000|0.0000|OK|20241007|00000113
SINNUM||31120-D3100|BOMBA GASOLINA TUCSON 2.0 2015||27.0000|60.0000|60.0000|0.0000|1620.0000|27.0000|0.0000|OK|20241007|00000113
SINNUM||23110-2B000|CIGUENAL KIA CERATO 1.6||10.0000|80.0000|80.0000|0.0000|800.0000|10.0000|0.0000|OK|20241007|00000113
SINNUM||23410-3C214|JGO. PISTON KIA SORENTO 3.8 STD||38.0000|80.0000|80.0000|0.0000|3040.0000|38.0000|0.0000|OK|20241007|00000113
SINNUM||23410-3C215|JGO. PISTON KIA SORENTO 3.8 0.20 (0.50)||38.0000|80.0000|80.0000|0.0000|3040.0000|38.0000|0.0000|OK|20241007|00000113
SINNUM||21421-2E300|ESTOPERA DELANTERA TUCSON 2015||100.0000|2.1600|2.1600|0.0000|216.0000|100.0000|0.0000|OK|20241007|00000113
SINNUM||21443-2E100|ESTOPERA TRASERA CIGUENAL TUCSON 2015||35.0000|2.8800|2.8800|0.0000|100.8000|35.0000|0.0000|OK|20241007|00000113
SINNUM||24375-2E100|SET VALVULA OCV TUCSON 2015 (R+L)||30.0000|32.6400|32.6400|0.0000|979.2000|30.0000|0.0000|OK|20241007|00000113
SINNUM||82660-4A300|MANILLA PUERTA FIJA HYUNDAI H1 06||40.0000|4.8000|4.8000|0.0000|192.0000|40.0000|0.0000|OK|20241007|00000113
SINNUM||25461-22601|TUBO AGUA HYUNDAI GETZ 1.3||15.0000|9.6000|9.6000|0.0000|144.0000|15.0000|0.0000|OK|20241007|00000113
SINNUM||25460-3E700-R|TUBO AGUA SANTA FE 06-09/OPTIMA 2.7||150.0000|9.6000|9.6000|0.0000|1440.0000|150.0000|0.0000|OK|20241007|00000113
SINNUM||25460-2C000|TUBO AGUA HYUNDAI H1 09||100.0000|12.0000|12.0000|0.0000|1200.0000|100.0000|0.0000|OK|20241007|00000113
SINNUM||24356-25000|FILTRO OCV HYUNDAI H1 09||100.0000|3.1200|3.1200|0.0000|312.0000|100.0000|0.0000|OK|20241007|00000113
SINNUM||27300-2E000-R|BOBINA HYUNDAI TUCSON 2015||20.0000|8.0000|8.0000|0.0000|160.0000|20.0000|0.0000|OK|20241007|00000113
SINNUM||24350-2E011/10|SET ENGRANAJE CVVT TUCSON 2015 (R+L)||20.0000|90.0000|90.0000|0.0000|1800.0000|20.0000|0.0000|OK|20241007|00000113
SINNUM||23040-3C202|JGO. ANILLO SORENTO 3.8 STD||40.0000|28.0000|28.0000|0.0000|1120.0000|40.0000|0.0000|OK|20241007|00000113
SINNUM||23040-3C200|JGO. ANILLO SORENTO 3.8 0.20 (0.50)||40.0000|28.0000|28.0000|0.0000|1120.0000|40.0000|0.0000|OK|20241007|00000113
SINNUM||23040-2G200|JGO. ANILLO HYUNDAI H1 2009 0.20 (0.50)||23.0000|20.0000|20.0000|0.0000|460.0000|23.0000|0.0000|OK|20241007|00000113
5240729|00000003|24100-26601-SEO|ARBOL LEVA ADM. GETZ 1.6 SEONG||96.0000|19.0000|22.8000|0.0000|1824.0000|96.0000|0.0000|OK|20240913|00000063
5240729|00000003|25261-42920-SEO|ASPA FAN CLUTCH KIA PREGIO 3.0 SEONG||100.0000|3.8000|4.5600|0.0000|380.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|25100-37201-SEO|BOMBA AGUA KIA SPORTAGE 2.7/ SANTA FE GOLD||50.0000|11.3300|13.6000|0.0000|566.5000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|0K30F39050A-KP|BASE MOTOR KIA RIO STYLUS 1 KP||250.0000|4.7000|5.6400|0.0000|1175.0000|250.0000|0.0000|OK|20240913|00000063
5240729|00000003|21830-2E100|BASE CAJA IZQ TUCSON T/A 4x4/4x2||136.0000|7.2000|8.6400|0.0000|979.2000|136.0000|0.0000|OK|20240913|00000063
5240729|00000003|21830-2D050-TA|BASE CAJA ELANTRA XD AUTOMATICO||150.0000|7.6900|9.2300|0.0000|1153.5000|150.0000|0.0000|OK|20240913|00000063
5240729|00000003|21830-2E000|BASE CAJA TUCSON T/M - T/A 4X4||183.0000|9.9400|11.9300|0.0000|1819.0200|183.0000|0.0000|OK|20240913|00000063
5240729|00000003|21930-2E300-SEO|BASE MOTOR TRASERA TUCSON KP||80.0000|3.5000|4.2000|0.0000|280.0000|80.0000|0.0000|OK|20240913|00000063
5240729|00000003|21810-1C220-KP|BASE MOTOR RH GETZ||13.0000|11.2000|13.4400|0.0000|145.6000|13.0000|0.0000|OK|20240913|00000063
5240729|00000003|21910-2E002-DHM|BASE MOTOR DEL. TUCSON KP CON LOMO||50.0000|6.4200|7.7000|0.0000|321.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|21830-1G000-SEO|BASE CAJA LH KIA RIO 1.6/ACCENT CVVT 1.6||12.0000|7.8000|9.3600|0.0000|93.6000|12.0000|0.0000|OK|20240913|00000063
5240729|00000003|31110-4D600-SEO|BOMBA GASOLINA SEDONA 3.8 SEONG||50.0000|25.0000|30.0000|0.0000|1250.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|31110-2D000-SEO|BOMBA GASOLINA ELANTRA SEONG||50.0000|23.5000|28.2000|0.0000|1175.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|0K30A-1335ZB-SE|BOMBA GASOLINA KIA RIO SEONG||50.0000|21.9000|26.2800|0.0000|1095.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|31110-2E001-SEO|BOMBA GASOLINA TUCSON SEONG||40.0000|23.5000|28.2000|0.0000|940.0000|40.0000|0.0000|OK|20240913|00000063
5240729|00000003|57100-2E100-SE|BOMBA DIRECCION SPORTAGE 2.7 SEONG||40.0000|32.0000|38.4000|0.0000|1280.0000|40.0000|0.0000|OK|20240913|00000063
5240729|00000003|57100-2E000-SE|BOMBA DIRECCION TUCSON SEONG||50.0000|32.0000|38.4000|0.0000|1600.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|25215-4Z020-SEO|CORREA ALTERNADOR KIA PREGIO SEONG||501.0000|2.2000|2.6400|0.0000|1102.2000|501.0000|0.0000|OK|20240913|00000063
5240729|00000003|23356-38020-SEO|CORREA BALANCEADORA HYUNDAI H1||150.0000|1.5000|1.8000|0.0000|225.0000|150.0000|0.0000|OK|20240913|00000063
5240729|00000003|57700-1C000-SEO|CAJETIN HIDRAULICO GETZ 1.6||40.0000|91.5000|109.8000|0.0000|3660.0000|40.0000|0.0000|OK|20240913|00000063
5240729|00000003|57700-FD201-SEO|CAJETIN HIDRAULICO KIA RIO STYLUS||50.0000|74.0000|88.8000|0.0000|3700.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|57700-1F800-SEO|CAJETIN HIDRAULICO TUCSON||30.0000|63.0000|75.6000|0.0000|1890.0000|30.0000|0.0000|OK|20240913|00000063
5240729|00000003|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6||150.0000|17.5000|21.0000|0.0000|2625.0000|150.0000|0.0000|OK|20240913|00000063
5240729|00000003|24211-02800-SEO|ENGRANAJE LEVA KIA PICANTO SEONG||100.0000|5.2000|6.2400|0.0000|520.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|24350-2B000-SE|ENGRANAJE CVVT CERATO 1.6||100.0000|16.5000|19.8000|0.0000|1650.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7||50.0000|25.5000|30.6000|0.0000|1275.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|97730-4H100-SEO|ELECTROVENTILANDOR A/A H1 09 SEONG||50.0000|16.3000|19.5600|0.0000|815.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|97730-22000|ELECTROVENTILADOR AUXILIAR ACCENT||50.0000|11.0000|13.2000|0.0000|550.0000|50.0000|0.0000|OK|20240913|00000063
5240729|00000003|94460-22020-SEO|FLOTANTE GASOLINA ACCENT SEONG||200.0000|3.8000|4.5600|0.0000|760.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|97133-2D100-SEO|FILTRO A/A ELANTRA SEONG||200.0000|1.1500|1.3800|0.0000|230.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|97617-1C001-SEO|FILTRO A/A GETZ SEONG||200.0000|1.5000|1.8000|0.0000|300.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|97133-2E210-SEO|FILTRO A/A TUCSON SEONG||200.0000|1.0500|1.2600|0.0000|210.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|26320-3C100-SEO|FILTRO ACEITE ELEMENTO SONATA 3.3 SEONG||200.0000|1.2000|1.4400|0.0000|240.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-2D000-SEO|FILTRO AIRE ELANTRA 2.0 SEONG||300.0000|1.4000|1.6800|0.0000|420.0000|300.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-1C000-SEO|FILTRO AIRE GETZ SEONG||200.0000|1.4000|1.6800|0.0000|280.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-3K200-SEO|FILTRO AIRE HYUNDAI SONATA 3.3 SEONG||300.0000|1.5000|1.8000|0.0000|450.0000|300.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-2F800-SEO|FILTRO AIRE KIA CERATO SEONG||200.0000|1.3000|1.5600|0.0000|260.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-2B000-SEO|FILTRO AIRE MOTOR SANTA FE 2.7 SEONG||200.0000|1.4000|1.6800|0.0000|280.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|28113-08000-SEO|FILTRO AIRE MOTOR TUCSON SEONG||200.0000|1.3000|1.5600|0.0000|260.0000|200.0000|0.0000|OK|20240913|00000063
5240729|00000003|94460-2F000-SE|FLOTANTE GASOLINA KIA CERATO 1.6 SEONG||100.0000|2.5000|3.0000|0.0000|250.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|94430-2B000-SEO|FLOTANTE GASOLINA PRINCIPAL SANTA FE 07-09||100.0000|3.0000|3.6000|0.0000|300.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|94460-2D030-SEO|FLOTANTE ELANTRA 2 CABLES||100.0000|3.3500|4.0200|0.0000|335.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|94460-2D001-SEO|FLOTANTE ELANTRA 3 CABLES||100.0000|3.3500|4.0200|0.0000|335.0000|100.0000|0.0000|OK|20240913|00000063
5240729|00000003|94460-2E200-SEO|FLOTANTE TUCSON SECUNDARIO||80.0000|3.3500|4.0200|0.0000|268.0000|80.0000|0.0000|OK|20240913|00000063
5240729|00000003|87170-2E020-SE|GATO AMORT. COMPUERTA TUCSON||100.0000|2.3000|2.7600|0.0000|230.0000|100.0000|0.0000|OK|20240913|00000063
