numfac|item|codart|descrip|cantidad|precio|desc|tot_ren|emision|grupo
102403|1|24350-3E000|ENGRANAJE CVVT SANTA FE 2.7|1|120.75|0|120.75|2023-02-13 00:00:00|SPTFE
102403|2|23060-23911|JGO. CONCHA BIELA HYUNDAI TUCSON 0.10 (0.25) SEONG|5|8.60|0|43.00|2023-02-13 00:00:00|TUCSO
102403|3|51720-FD000|RODAMIENTO DELANTERO KIA RIO (JL69349/10)|2|10.26|0|20.52|2023-02-13 00:00:00|RIO
102404|1|23124-02210-SEO|DAMPER KIA PICANTO 2008-UP D/H SEONG|5|47.79|0|238.95|2023-10-21 00:00:00|PICAN
102405|1|54551-02000|BUJE PEQ. MESETA INF. DEL. HYUNDAI ACCENT|1|4.37|0|4.37|2023-06-17 00:00:00|ACCEN
102405|2|0K1Y011-SEO-025|JGO. CONCHA BIELA KIA RIO 0.10 (0.25)|2|0.00|0|0.00|2023-06-17 00:00:00|RIO
102405|3|25310-4H500|RADIADOR HYUNDAI H1 09|1|189.85|0|189.85|2023-06-17 00:00:00|H1
102406|1|54530-4A000|MUNON INF HYUNDAI H1 2007|1|20.70|0|20.70|2023-11-30 00:00:00|H1
102407|1|54830-1G000|BIELETA DEL. LH KIA RIO CVVT|4|9.37|0|37.48|2023-05-02 00:00:00|RIO
102408|1|41610-2D100|BOMBA CLUTCH SUP. HYUNDAI ELANTRA KAC1020|10|54.28|0|542.80|2023-11-08 00:00:00|ELGTZ
102408|2|175S8M29|CORREA TIEMPO HYUNDAI H1 175D|10|46.82|0|468.20|2023-11-08 00:00:00|MITSU
102408|3|93490-2E000-TKC|CABLE ESPIRAL HYUNDAI TUCSON|3|22.95|0|68.85|2023-11-08 00:00:00|TUCSO
102408|4|23040-3C101-050|JGO. ANILLO HYUNDAI SONATA 0.20 (0.50) TIK R2K92060|1|58.85|0|58.85|2023-11-08 00:00:00|OTROS
102408|5|58101-07A00|PASTILLA FRENO PICANTO|6|0.00|0|0.00|2023-11-08 00:00:00|PICAN
102409|1|23110-3E101|CIGUENAL HYUNDAI SANTA FE 2.7|9|1140.57|0|10265.13|2023-12-11 00:00:00|SPTFE
102409|2|23060-22953|JGO. CONCHA BIELA ACC/GETZ 0.30(0.75)|1|8.05|0|8.05|2023-12-11 00:00:00|GETZ
102410|1|26611-26000-SEO|VARILLA MEDIR ACEITE HYUNDAI GETZ/ELAN 1.6 SEONG|8|6.33|0|50.64|2023-01-13 00:00:00|ELGTZ
102410|2|0K7Z1-11SA0|JGO. PISTON KIA PREGIO 3.0 S/RETEN|9|268.19|0|2413.71|2023-01-13 00:00:00|PREGI
102410|3|25100-39012|BOMBA AGUA KIA SEDONA 3.5|6|0.00|0|0.00|2023-01-13 00:00:00|OTROS
102410|4|27501-39A00|JGO. CABLE BUJIA KIA SEDONA/CARNIVAL 2.5 (6 CABLES)|2|34.35|0|68.70|2023-01-13 00:00:00|OTROS
102410|5|54584-4D000|BUJE GRANDE MESETA INF. DEL. KIA SEDONA 3.8|6|9.95|0|59.70|2023-01-13 00:00:00|OTROS
102411|1|23040-4Z910-SEO|JGO. ANILLO KIA PREGIO 3.0 SEONG|10|38.31|0|383.10|2023-12-20 00:00:00|PREGI
102411|2|58315-FDA00|JGO. BANDA FRENO KIA RIO STYLUS (FDA01)|7|26.59|0|186.13|2023-12-20 00:00:00|RIO
102411|3|23410-02770|JGO. PISTON KIA PICANTO 0.20 (0,50)|8|94.06|0|752.48|2023-12-20 00:00:00|PICAN
102411|4|KHBK-113RU25.4|KIT TIEMPO HYUNDAI TUCSON/ELANTRA LISO (GATES+GATES+GATES)|8|63.83|0|510.64|2023-12-20 00:00:00|TUCSO
102411|5|31112-3Q500|FILTRO GASOLINA TUCSON/SPORTAGE 11-14|4|14.90|0|59.60|2023-12-20 00:00:00|TUCSO
102412|1|39250-37150|SENSOR GOLPETEO SPORTAGE IZQ  (LH) *|5|19.09|0|95.45|2023-12-05 00:00:00|SPTFE
102412|2|22311-3C120-SEO|EMPACADURA CAMARA RH HYUNDAI SONATA 3.3 SEONG|8|13.43|0|107.44|2023-12-05 00:00:00|OTROS
102412|3|54551-3000|BUJE MED. MESETA INF. DEL. HYUNDAI SONATA 3.3|6|7.13|0|42.78|2023-12-05 00:00:00|OTROS
102412|4|22410-22030-SE|TAPA VALVULA  HYUNDAI ACCENT SEONG|8|52.90|0|423.20|2023-12-05 00:00:00|ACCEN
102413|1|0K60A-39340A|BASE CAJA LH KIA PREGIO 3.0|5|15.55|0|77.75|2023-01-04 00:00:00|PREGI
102413|2|97133-2D100-SEO|FILTRO A/A HYUNDAI ELANTRA (2D205)|6|5.18|0|31.08|2023-01-04 00:00:00|ELGTZ
102413|3|24355-2B000-SE|VALVULA OCV KIA CERATO 1.6|9|33.35|0|300.15|2023-01-04 00:00:00|OTROS
102413|4|24321-26020-CH|CADENA LEVA HYUNDAI GETZ 1.6 GENERICA|1|15.42|0|15.42|2023-01-04 00:00:00|GETZ
102414|1|21812-3E330|BASE MOTOR RH KIA SORENTO PRINCIPAL|3|0.00|0|0.00|2023-07-03 00:00:00|OTROS
102414|2|21830-1G000-SEO|BASE CAJA LH KIA RIO 1.6 / ACCENT CVVT 1.6 SEONG|10|37.72|0|377.20|2023-07-03 00:00:00|OTROS
102414|3|0K72A-63-610-SE|GATO COMPUERTA LH KIA PREGIO SEONG|2|15.43|0|30.86|2023-07-03 00:00:00|PREGI
102414|4|21310-37100-PMC|BOMBA ACEITE KIA SPORTAGE 2.7 PMC|9|126.50|0|1138.50|2023-07-03 00:00:00|SPTFE
102414|5|54610-1G500|BASE AMORT. DEL. LH KIA RIO / ACC CVVT 1.6|6|21.15|0|126.90|2023-07-03 00:00:00|OTROS
102415|1|0K72A-43400-K|BOMBA FRENO KIA PREGIO 3.0 / 0K72B-43400|2|79.93|0|159.86|2023-04-09 00:00:00|PREGI
102415|2|27501-23B70-K|JGO. CABLE BUJIA TUCSON REEMPLAZO|6|16.46|0|98.76|2023-04-09 00:00:00|TUCSO
102415|3|57100-2E000|BOMBA DIRECCION HYUNDAI TUCSON|1|126.82|0|126.82|2023-04-09 00:00:00|TUCSO
102415|4|KITPISTUCKO020|KIT PISTON Y ANILLO TUCSON 0.20(0.50) SEONG KOBIS|9|105.58|0|950.22|2023-04-09 00:00:00|TUCSO
102415|5|25412-2D100-SE|MANGUERA RAD. INF. HYUNDAI ELANTRA 2.0 SEONG|4|10.63|0|42.52|2023-04-09 00:00:00|ELGTZ
102416|1|54830-38100|BIELETA DEL. RH/LH HYUNDAI SONATA 01-05|10|0.00|0|0.00|2023-05-25 00:00:00|OTROS
102416|2|23060-22953|JGO. CONCHA BIELA ACC/GETZ 0.30(0.75)|9|8.05|0|72.45|2023-05-25 00:00:00|GETZ
102417|1|25411-2D000|MANGUERA RAD. SUP. HYUNDAI ELANTRA 1.6|10|10.93|0|109.30|2023-06-14 00:00:00|ELGTZ
102417|2|24521-22010|FLAUTA ADM ACCENT|5|36.83|0|184.15|2023-06-14 00:00:00|ACCEN
102417|3|23410-39810-050|JGO. PISTON KIA SORENTO/SEDONA 3.5 0.20(0.50) TIK 2K930300|1|147.20|0|147.20|2023-06-14 00:00:00|OTROS
102417|4|20910-23C21-SE|JGO. EMPACADURA HYUNDAI TUCSON SEONG|3|24.97|0|74.91|2023-06-14 00:00:00|TUCSO
102417|5|27300-3F10B-SEO|CHUPON BOBINA SPORTAGE / SANTA FE/ H1 09|6|0.00|0|0.00|2023-06-14 00:00:00|SPTFE
102418|1|0K756-15171C|TERMOSTATO PREGIO 3.0|5|11.98|0|59.90|2023-11-02 00:00:00|PREGI
102418|2|35150-33010|VALVULA IAC KIA PIC/RIO|2|24.90|0|49.80|2023-11-02 00:00:00|RIO
102418|3|0K72B-46500|GUAYA SELECTORA KIA PREGIO LARGA|10|31.06|0|310.60|2023-11-02 00:00:00|PREGI
102418|4|25380-1C150|ELECTROVENTILADOR GETZ 1.6 TM|1|115.00|0|115.00|2023-11-02 00:00:00|ELGTZ
102419|1|2351022022|BRAZO BIELA HYUNDAI ACCENT / GETZ|10|42.87|0|428.70|2023-02-01 00:00:00|ELGTZ
102419|2|28164-23720-TKC|SENSOR MAF HYUNDAI TUCSON KOR|1|55.20|0|55.20|2023-02-01 00:00:00|TUCSO
102419|3|31112-3X000|FILTRO GASOLINA TUCSON 2.0 2015|6|0.00|0|0.00|2023-02-01 00:00:00|TUCSO
102419|4|25500-23010|TERMOSTATO HYUNDAI TUCSON 82C (23001)|9|11.44|0|102.96|2023-02-01 00:00:00|TUCSO
102420|1|27501-22B00-K|JGO. CABLE BUJIA PICANTO|10|10.82|0|108.20|2023-01-18 00:00:00|PICAN
102420|2|KITPISH109|KIT PISTON Y ANILLO HYUNDAI H1 09 STD SEONG|2|95.85|0|191.70|2023-01-18 00:00:00|H1
102421|1|82610-1C000-CH|MANILLA GETZ INTERNA LH|7|8.68|0|60.76|2023-05-03 00:00:00|ELGTZ
102421|2|2193007101|BASE CAJA HUESITO KIA PICANTO T/A OEM|9|57.32|0|515.88|2023-05-03 00:00:00|PICAN
102421|3|553102D000|BASE AMORT. TRAS. RH HYUNDAI ELANTRA|9|21.03|0|189.27|2023-05-03 00:00:00|ELAN
102422|1|25500-23010-SE|TERMOSTATO HYUNDAI TUCSON SEONG|5|10.25|0|51.25|2023-01-31 00:00:00|TUCSO
102422|2|0K72A-63-610|GATO COMPUERTA LH KIA PREGIO|2|28.07|0|56.14|2023-01-31 00:00:00|PREGI
102423|1|21830-D3200|BASE CAJA LH HYUNDAI TUCSON 2015 (D3100)|5|84.12|0|420.60|2023-10-17 00:00:00|TUCSO
102423|2|58510-07000-X2|BOMBA FRENO KIA PICANTO X2|3|77.87|0|233.61|2023-10-17 00:00:00|PICAN
102424|1|24312-3C100|CADENA TIEMPO HYUNDAI SONATA 3.3|8|56.80|0|454.40|2023-09-30 00:00:00|OTROS
102424|2|23041-2B001-SEO|JGO. PISTON KIA CERATO 1.6 STD CADENA SEONG|9|73.32|0|659.88|2023-09-30 00:00:00|OTROS
102424|3|82220-1C002-SEO|LAME VIDRIO DELT DER GETZ|4|12.74|0|50.96|2023-09-30 00:00:00|ELGTZ
102424|4|0K72A33075|RODAMIENTO DEL. EXT KIA PREGIO|4|10.93|0|43.72|2023-09-30 00:00:00|PREGI
102424|5|0K71E-16520|HORQUILLA KIA PREGIO|1|11.39|0|11.39|2023-09-30 00:00:00|PREGI
102425|1|0K65A14100E|BOMBA ACEITE KIA PREGIO 3.0|3|116.35|0|349.05|2023-04-26 00:00:00|PREGI
102426|1|97606-4H200|CONDENSADOR HYUNDAI H1 09|6|138.00|0|828.00|2023-08-09 00:00:00|H1
102426|2|24810-23050-OEM|POLEA TIEMPO TUCSON GATES|1|17.58|0|17.58|2023-08-09 00:00:00|TUCSO
102426|3|51750-2D000-KP|MOZO DELANTERO HYUNDAI ELANTRA SEONG|9|27.37|0|246.33|2023-08-09 00:00:00|ELGTZ
102427|1|0K7Z1-11-SC0|JGO. ANILLO PREGIO 3.0|10|0.00|0|0.00|2023-12-24 00:00:00|PREGI
102427|2|4311928000|ESTOPERA COPA CAJA TRICETA KIA RIO / ACCENT (28001 35X56X7.5X11.5 CORTECO|2|3.32|0|6.64|2023-12-24 00:00:00|RIO
102428|1|97133-2D200|FILTRO A/A ELANTRA|3|8.59|0|25.77|2023-12-26 00:00:00|ELGTZ
102428|2|0K6Z2-11SH0-SEO|JGO. CONCHA BANCADA KIA PREGIO 0.10 (0.25)SEONG|7|11.98|0|83.86|2023-12-26 00:00:00|PREGI
102428|3|0K30E-18-131B|SENSOR ARBOL LEVA KIA RIO STYLUS 1.5|9|22.22|0|199.98|2023-12-26 00:00:00|RIO
102429|1|0S08941990-PMC|BOMBA CLUTCH SUP. KIA PREGIO 3.0 PMC|6|27.65|0|165.90|2023-12-19 00:00:00|PREGI
102429|2|21830-1C370-K|BASE CAJA LH HYUNDAI GETZ 1C370|7|54.57|0|381.99|2023-12-19 00:00:00|ELGTZ
102429|3|57724-2D000-KP|ROTULA HYUNDAI ELANTRA SEONG|8|11.94|0|95.52|2023-12-19 00:00:00|ELGTZ
102429|4|35301-38220-SEO|REGULADOR GASOLINA HYUNDAI H1 07 SEONG|4|22.55|0|90.20|2023-12-19 00:00:00|H1
102429|5|35310-3C600-TKC|INYECTOR HYUNDAI SONATA 3.3/SORENTO 3.8/SEDONA (3C KOR|8|20.70|0|165.60|2023-12-19 00:00:00|OTROS
102430|1|24431-23500-SEO|GUIA CADENA HYUNDAI ELANTRA 2.0|3|7.61|0|22.83|2023-10-29 00:00:00|ELGTZ
102430|2|25460-26000-SEO|TUBO AGUA HYUNDAI ELANTRA/GETZ SEONG|9|11.64|0|104.76|2023-10-29 00:00:00|ELGTZ
102430|3|39250-23500-SE|SENSOR DETONACION TUCSON|3|21.85|0|65.55|2023-10-29 00:00:00|TUCSO
102430|4|21810-1C220|BASE MOTOR RH HYUNDAI GETZ|1|65.26|0|65.26|2023-10-29 00:00:00|GETZ
102431|1|25380-4D800|ELECTROVENTILADOR PRINCIPAL SEDONA 3.8|8|0.00|0|0.00|2023-12-17 00:00:00|OTROS
102432|1|97133-2B010|FILTRO A/A SANTA FE 2007 / SONATA 3.3 3K000|5|6.33|0|31.65|2023-10-10 00:00:00|OTROS
102432|2|43394-28600-OEM|ARO SINC. CAJA 3RA HYUNDAI ACCENT / GETZ|2|32.36|0|64.72|2023-10-10 00:00:00|ACCEN
102432|3|21811-4A200|BASE MOTOR RH/LH HYUNDAI H1 07 (4A000)|7|19.70|0|137.90|2023-10-10 00:00:00|H1
102432|4|25286-2B010|POLEA TENSOR CORREA UNICA CERATO 1.6|1|15.53|0|15.53|2023-10-10 00:00:00|OTROS
102433|1|51712-25010|DISCO FRENO HYUNDAI ACCENT SEONG|9|0.00|0|0.00|2023-03-02 00:00:00|ACCEN
102433|2|35150-25700-SEO|VALVULA IAC KIA CARENS/OPTIMA CADENA SEONG|6|29.65|0|177.90|2023-03-02 00:00:00|OTROS
102433|3|22441-02400|EMPACADURA TAPA VALVULA KIA PICANTO|10|2.19|0|21.90|2023-03-02 00:00:00|PICAN
102433|4|39310-39110-SEO|SENSOR POSICION CIG. KIA SORENTO 3.5 SEONG *CONECTOR PLANO*|8|17.43|0|139.44|2023-03-02 00:00:00|OTROS
102433|5|21020-37220|JGO. CONCHA BANCADA SPORTAGE 2.7 STD|3|33.63|0|100.89|2023-03-02 00:00:00|SPTFE
102434|1|26320-3C300|FILTRO ACEITE KIA SEDONA 3.8|9|5.18|0|46.62|2023-03-01 00:00:00|OTROS
102434|2|21810-A5000|BASE MOTOR RH HYUNDAI ELANTRA 2013-2016|6|63.45|0|380.70|2023-03-01 00:00:00|ELGTZ
102435|1|21830-1C370-K|BASE CAJA LH HYUNDAI GETZ 1C370|5|54.57|0|272.85|2023-04-07 00:00:00|ELGTZ
102436|1|0K71E-17-210A-O|RODAMIENTO AGUJA CAJA  KIA PREGIO|6|10.93|0|65.58|2023-10-21 00:00:00|PREGI
102436|2|25310-2D010-SE|RADIADOR HYUNDAI ELANTRA T/A SEONG|2|112.91|0|225.82|2023-10-21 00:00:00|ELGTZ
102437|1|24200-26004|ARBOL LEVA ESC. HYUNDAI GETZ 1.6|3|108.54|0|325.62|2023-05-04 00:00:00|ELGTZ
102437|2|42620-39051-TKC|SENSOR ENTRADA CAJA HYUNDAI TUCSON/ELANTRA/SPORTAG|1|19.15|0|19.15|2023-05-04 00:00:00|TUCSO
102437|3|31911-2F000|FILTRO GASOLINA KIA CERATO 1.6|6|34.89|0|209.34|2023-05-04 00:00:00|OTROS
102437|4|35310-23600-REB|INYECTOR ELANTRA/TUCSON|5|31.10|0|155.50|2023-05-04 00:00:00|TUCSO
102437|5|25411-07000|MANGUERA RAD. SUP. KIA PICANTO|3|8.63|0|25.89|2023-05-04 00:00:00|PICAN
102438|1|24840-3E000-SEO|TENSOR CORREA TIEMPO HYUNDAI SANTA FE 2.7 SEONG|10|35.13|0|351.30|2023-02-17 00:00:00|SPTFE
102438|2|41100-22715|DISCO DE EMBRAGUE GETZ 1.6|3|65.15|0|195.45|2023-02-17 00:00:00|ELGTZ
102438|3|24100-26601|ARBOL LEVA ADM. HYUNDAI GETZ 1.6|9|106.88|0|961.92|2023-02-17 00:00:00|ELGTZ
102438|4|24321-37100|CADENA LEVA KIA SPORTAGE 2.7 MOBIS|5|47.77|0|238.85|2023-02-17 00:00:00|SPTFE
102439|1|39330-22000-TKC|SENSOR MAP HYUNDAI ACCENT 1.3/ELANTRA 1.8 TIBURON|1|16.79|0|16.79|2023-06-18 00:00:00|ACCEN
102440|1|28113-32510|FILTRO AIRE HYUNDAI H1 07|8|10.58|0|84.64|2023-08-22 00:00:00|H1
102440|2|23410-23942-K|JGO. PISTON TUCSON 0.50 ARO FINO KOREANO|3|0.00|0|0.00|2023-08-22 00:00:00|TUCSO
102440|3|24321-37100-SE|CADENA LEVA KIA SPORTAGE 2.7 SEONG|1|12.68|0|12.68|2023-08-22 00:00:00|SPTFE
102440|4|24810-37120-SEO|POLEA TIEMPO FIJA  KIA SPORTAGE 2.7 SEONG|10|16.70|0|167.00|2023-08-22 00:00:00|SPTFE
102441|1|21020-23340-075|JGO. CONCHA BANCADA TUCSON 0.30 (0,75)|7|23.14|0|161.98|2023-06-05 00:00:00|TUCSO
102442|1|24355-3E000|VALVULA OCV IZQ HYUNDAI SANTA FE 2007-2009|10|56.79|0|567.90|2023-08-28 00:00:00|SPTFE
102443|1|25100-39010|BOMBA AGUA KIA SEDONA 3.5 39012|4|88.52|0|354.08|2023-01-24 00:00:00|OTROS
102443|2|25460-23000-MOB|TUBO DE AGUA TUCSON MOBIS|9|22.09|0|198.81|2023-01-24 00:00:00|TUCSO
102443|3|2351022022|BRAZO BIELA HYUNDAI ACCENT / GETZ|5|42.87|0|214.35|2023-01-24 00:00:00|ELGTZ
102443|4|25380-3E950|ELECTROVENTILADOR KIA SORENTO 3.8|10|0.00|0|0.00|2023-01-24 00:00:00|OTROS
102444|1|0K3Y-11SA0-STD|JGO. PISTON KIA RIO 1.5 STD TIK 2K755100|7|80.50|0|563.50|2023-08-04 00:00:00|RIO
102444|2|22100-2C010-SEO|CAMARA MOTOR HYUNDAI H1 09 SEONG|2|977.50|0|1955.00|2023-08-04 00:00:00|H1
102445|1|23060-23901-075|JGO. CONCHA BIELA TUCSON 0.75 ORIG|3|10.83|0|32.49|2023-06-17 00:00:00|TUCSO
102445|2|54813-2D100|BUJE BARRA ESTAB. DEL. HYUNDAI ELANTRA (2C100)|7|3.34|0|23.38|2023-06-17 00:00:00|ELGTZ
102445|3|25500-22250-SEO|TERMOSTATO HYUNDAI ACCENT 1.3/1.5 SEONG|6|9.77|0|58.62|2023-06-17 00:00:00|ACCEN
102445|4|39210-37513|SENSOR OXIGENO KIA SPORTAGE 2.7 RH|4|101.86|0|407.44|2023-06-17 00:00:00|SPTFE
102446|1|23510-02501-SEO|BRAZO BIELA KIA PICANTO SEONG|6|27.03|0|162.18|2023-10-15 00:00:00|PICAN
102446|2|2183007100|BASE CAJA LH KIA PICANTO KOREA|2|28.75|0|57.50|2023-10-15 00:00:00|PICAN
102446|3|22212-23600|VALVULA ESCAPE HYUNDAI TUCSON|9|4.03|0|36.27|2023-10-15 00:00:00|TUCSO
102446|4|92101-FD021-SE|FARO LH KIA RIO STYLUS SEONG|9|71.75|0|645.75|2023-10-15 00:00:00|RIO
102447|1|82220-2E000-SEO|LAME VIDRIO DELANTERO RH HYUNDAI TUCSON|8|0.00|0|0.00|2023-10-31 00:00:00|TUCSO
102447|2|20910-2GU01|JGO. EMPACADURA HYUNDAI SANTA FE 2014|5|97.14|0|485.70|2023-10-31 00:00:00|SPTFE
102448|1|39220-42700|SENSOR TEMPERATURA ELECTRO H100|7|11.07|0|77.49|2023-06-04 00:00:00|OTROS
102449|1|22311-25212|EMPACADURA CAMARA CARENS 2.0 CADENA|3|13.87|0|41.61|2023-01-11 00:00:00|OTROS
102449|2|23040-2G510|JGO. ANILLOS STD SPORTAGE 2014-2020|7|89.83|0|628.81|2023-01-11 00:00:00|SPTFE
102450|1|35170-22010-TKC|SENSOR TPS HYUNDAI ACCENT/ELANTRA - KIA RIO|3|13.20|0|39.60|2023-10-18 00:00:00|ACCEN
102451|1|21830-3X000|BASE CAJA LH HYUNDAI ELANTRA 2014|7|57.29|0|401.03|2023-10-01 00:00:00|ELGTZ
102451|2|25310-4F110|RADIADOR HYUNDAI H100|7|200.19|0|1401.33|2023-10-01 00:00:00|OTROS
102451|3|39330-22000-SEO|SENSOR MAP HYUNDAI ACCENT 1.3 SEONG|5|12.08|0|60.40|2023-10-01 00:00:00|ACCEN
102451|4|24471-3C100-SEO|GUIA CADENA BOMBA ACEITE  SONATA 3.3/ SOREN /SEDO/VERA 3.8|1|0.00|0|0.00|2023-10-01 00:00:00|OTROS
102451|5|23410-23942050K|JGO. PISTON TUCSON 0.20 2MM SEONG|10|54.53|0|545.30|2023-10-01 00:00:00|TUCSO
102452|1|54501-FD000-SEO|MESETA KIA RIO STYLUS RH KP|2|44.07|0|88.14|2023-12-26 00:00:00|RIO
102453|1|24610-22600-TKC|JGO TAQUETES HYUNDAI ACCENT PAQ 12 PCS|9|52.21|0|469.89|2023-08-24 00:00:00|ACCEN
102454|1|0K2C0-15-171|TERMOSTATO KIA RIO MOBIS|9|0.00|0|0.00|2023-02-26 00:00:00|RIO
102454|2|2304002970-STDD|JGO. ANILLO KIA PICANTO STD|2|21.28|0|42.56|2023-02-26 00:00:00|PICAN
102454|3|22211-26600|JGO. VALVULA ADM GETZ/ELANTRA 1.6 PAQ8|10|23.64|0|236.40|2023-02-26 00:00:00|ELGTZ
102454|4|25281-3E000-SE|TENSOR CORREA UNICA HYUNDAI SANTA FE 2.7 SEONG|7|36.97|0|258.79|2023-02-26 00:00:00|SPTFE
102455|1|23410-22360-STD|JGO. PISTON ACCENT 1.3 STD|2|72.07|0|144.14|2023-03-26 00:00:00|ACCEN
102455|2|0K201-11312.|ESTOPERA TRASERA CIGUENAL KIA RIO 1.5 ORIG|8|3.53|0|28.24|2023-03-26 00:00:00|RIO
102456|1|27501-22B00-K|JGO. CABLE BUJIA PICANTO|9|10.82|0|97.38|2023-11-23 00:00:00|PICAN
102456|2|27501-37A00-PMC|JGO. CABLE BUJIA SPORTAGE 2.7|3|42.32|0|126.96|2023-11-23 00:00:00|SPTFE
102456|3|25380-1F380-K|ELECTROVENTILADOR KIA SPORTAGE 2.7 HAN KOREA|10|0.00|0|0.00|2023-11-23 00:00:00|SPTFE
102456|4|0K30E-12111-JGO|JGO. VALVULA ADMISION KIA RIO 8PCS|1|18.95|0|18.95|2023-11-23 00:00:00|RIO
102457|1|28411-3C622|EMPACADURA MULTIPLE ADMISION RH HYUNDAI SONATA 3.3|3|3.11|0|9.33|2023-04-10 00:00:00|OTROS
102458|1|21443-02501|ESTOPERA TRASERA CIGUENAL PICANTO|2|4.95|0|9.90|2023-06-22 00:00:00|PICAN
102458|2|39318-39800-TKC|SENSOR ARBOL LEVA KIA SORENTO 3.8|4|28.80|0|115.20|2023-06-22 00:00:00|OTROS
102458|3|006Y0-11-SJ0|JGO. SEPARADOR AXIAL KIA PREGIO STD|2|10.20|0|20.40|2023-06-22 00:00:00|PREGI
102459|1|25500-37200-SE|TERMOSTATO SPORTAGE 2.7 / SANTA FE GOLD SEONG|1|12.48|0|12.48|2023-01-12 00:00:00|SPTFE
102459|2|24410-23050-V|TENSOR TUCSON GRANADA|3|0.00|0|0.00|2023-01-12 00:00:00|TUCSO
102460|1|21030-35800|SEPARADOR AXIAL KIA SEDONA 3.5 STD|8|9.34|0|74.72|2023-05-26 00:00:00|OTROS
102460|2|21443-02501|ESTOPERA TRASERA CIGUENAL PICANTO|7|4.95|0|34.65|2023-05-26 00:00:00|PICAN
102460|3|39210-37543-TKC|SENSOR OXIGENO KIA SPORTAGE 2.7 LH|2|45.78|0|91.56|2023-05-26 00:00:00|SPTFE
102460|4|25215-4Z020-OEM|CORREA  ALTERNADOR PREGIO MOBIS|7|0.00|0|0.00|2023-05-26 00:00:00|PREGI
102460|5|57700-1C000|CAJETIN HIDRAULICO HYUNDAI GETZ 1.6 KOREANO|10|425.67|0|4256.70|2023-05-26 00:00:00|ELGTZ
102461|1|58101-4HA50|JGO. PASTILLA DELANTERA H1 09|5|30.64|0|153.20|2023-11-22 00:00:00|H1
102462|1|21440-4X020|PORTA ESTOPERA TRASERA PREGIO / CARNIVAL / SEDONA|1|0.00|0|0.00|2023-09-14 00:00:00|PREGI
102463|1|92650-22001|MANILLA DELANTERA EXT. LH HYUNDAI ACCENT|10|9.18|0|91.80|2023-10-07 00:00:00|ACCEN
102463|2|21443-2A001|ESTOPERA TRAS. CIG. SPORT 2.7/ STA FE/SONA/SED/SOR KOS-085|10|11.50|0|115.00|2023-10-07 00:00:00|SPTFE
102464|1|97730-22000-SEO|ELECTROVENTILADOR A/A ACCENT SEONG|7|0.00|0|0.00|2023-07-23 00:00:00|ACCEN
102464|2|25412-2F800|MANGUERA INF. RAD. KIA CERATO 1.6|8|15.94|0|127.52|2023-07-23 00:00:00|OTROS
102464|3|41412-4Z000|COLLARIN KIA PREGIO|7|17.83|0|124.81|2023-07-23 00:00:00|PREGI
102465|1|0K65A-15172C-SE|CARCAZA TERMOSTATO SUPERIOR KIA PREGIO SEONG|5|9.77|0|48.85|2023-03-10 00:00:00|PREGI
102465|2|39300-22600-TKC|SENSOR MAP HYUNDAI TUCSON / KIA CERATO|8|15.64|0|125.12|2023-03-10 00:00:00|TUCSO
102465|3|54820-FD000-DHM|BIELETA DEL. LH KIA RIO STYLUS KP|5|8.63|0|43.15|2023-03-10 00:00:00|RIO
102465|4|23060-37921|JGO. CONCHA BIELA KIA SPORTAGE 2.7 0.10 (0.25)|7|21.22|0|148.54|2023-03-10 00:00:00|SPTFE
102465|5|27501-39A00|JGO. CABLE BUJIA KIA SEDONA/CARNIVAL 2.5 (6 CABLES)|10|34.35|0|343.50|2023-03-10 00:00:00|OTROS
102466|1|49507-25EF00|PUNTA TRIPOIDE 27*23 TUCSON T/A|3|38.20|0|114.60|2023-03-18 00:00:00|TUCSO
102467|1|31110-2E000-PMC|BOMBA GASOLINA HYUNDAI TUCSON PMC|8|126.82|0|1014.56|2023-09-10 00:00:00|TUCSO
102467|2|22212-37201-SEO|VALVULA ESC. KIA SPORTAGE 2.7/SANTA FE SEONG|1|5.31|0|5.31|2023-09-10 00:00:00|SPTFE
102467|3|54840-1G000|BIELETA DEL. RH KIA RIO CVVT|8|9.37|0|74.96|2023-09-10 00:00:00|RIO
102467|4|58510-07000|BOMBA FRENO KIA PICANTO MOBIS|5|331.33|0|1656.65|2023-09-10 00:00:00|PICAN
102468|1|94460-2F000|FLOTANTE GASOLINA KIA CERATO 1.6|9|24.99|0|224.91|2023-09-06 00:00:00|OTROS
102469|1|31380-2E000|REGULADOR GASOLINA HYUNDAI TUCSON|10|35.37|0|353.70|2023-09-03 00:00:00|TUCSO
102469|2|94750-21030|VALVULA DE PRESION DE ACEITE HYUNDAI|10|0.00|0|0.00|2023-09-03 00:00:00|ACCEN
102469|3|0K7Y0-11-SJ0|JGO. SEPARADOR AXIAL STD SPORTAGE 01-03|10|8.69|0|86.90|2023-09-03 00:00:00|SPTFE
102469|4|21443-33005|ESTOPERA TRASERA CIGUENAL HYUNDAI TUCSON|4|6.65|0|26.60|2023-09-03 00:00:00|TUCSO
102469|5|39310-02200-OEM|SENSOR POSICION CIGUENAL PICANTO|10|14.51|0|145.10|2023-09-03 00:00:00|PICAN
102470|1|24150-23761|FILTRO OCV HYUNDAI TUCSON|5|9.30|0|46.50|2023-05-06 00:00:00|TUCSO
