codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
54610-FD000|BASE AMORT. KIA RIO STYLUS LH|RIO|00131|0.0000|21.6700|9.5300|KOREA|||
54610-FD000-K|BASE AMORT. KIA RIO STYLUS LH KOREA|RIO|00002|0.0000|21.2800|7.1500|KOREA|||
CEKD-11|TERMINAL SPARK|OTROS||0.0000|0.0000|0.0000||||
9783422000|POLEA A/A ACCENT PEQUENA GTA0740|ACCEN|00001|0.0000|10.2000|4.2900|KOREA|||
PDA387|RODAMIENTO DELANTERO TERIOS|OTROS||0.0000|0.0000|0.0000||||
52710-2D111|MOSO TRASERO ELANTRA C/DISCO|OTROS||0.0000|0.0000|0.0000||||
52750-1G000|MOSO TRASERO GETZ|GETZ||0.0000|0.0000|0.0000||||
54610-2D000|BASE AMORTIGUADOR ELANTRA XD|ELGTZ||0.0000|0.0000|0.0000||||
54610-2E200|BASE AMORT. DEL. TUCSON|TUCSO|00007|0.0000|19.5300|6.0000|KOREA|||
25100-2X200|BOMBA AGUA KIA RIO STYLUS|RIO|00163|0.0000|41.4600|14.4300|KOREA|||
86510-FD040|PARACHOQUE DELANTERO KIA RIO MOBIS|RIO||0.0000|0.0000|0.0000||||
86610-FD010|PARACHOQUE TRASERO KIA RIO MOBIS|RIO||0.0000|0.0000|0.0000||||
54840-1G000|BIELETA RIO IRP|RIO||0.0000|0.0000|0.0000||||
KIT-02|KIT PISTON Y ANILLO GETZ 1.6 0.20|GETZ|00068|0.0000|0.0000|34.9100|KOREA|||
54551-02000|BUJE MESETA PEQUE¥O ACCENT|ACCEN|00083|0.0000|0.0000|1.1900|KOREA|||
0K30E-18140|JGO. CABLE BUJIA KIA RIO 1.5|RIO|00030|0.0000|16.7000|5.0200|KOREA|||
94750-21030|VALVULA DE PRESION DE ACEITE HYUNDAI|ACCEN|00007|0.0000|0.0000|0.9700|KOREA|||
KIK-017|KIT DE EMBRAGUE KIA RIO 1.5 VALEO|RIO|00052|0.0000|114.0000|38.5300|KOREA|||
HDK-174|KIT DE EMBRAGUE GETZ 1.6|ELGTZ|00146|0.0000|119.3100|44.7500|KOREA|||
HDK-110|KIT DE EMBRAGUE TUCSON SECO|TUCSO|00052|0.0000|165.3000|51.1700|KOREA|||
0K50F-18840|SENSOR TEMPERATURA KIA RIO|RIO|00147|0.0000|6.7000|2.5900|KOREA|||
21030-23100|JGO. SEPARADOR AXIAL TUCSON STD|TUCSO|00005|0.0000|5.2500|1.0000|KOREA|||
41100-22715|DISCO DE EMBRAGUE GETZ 1.6|ELGTZ|00052|0.0000|47.6200|20.9000|KOREA|||
0K30C-16460|DISCO DE EMBRAGUE RIO 1.5|RIO|00052|0.0000|47.7000|15.2000|KOREA|||
21443-02501|ESTOPERA TRASERA CIGUENAL PICANTO|PICAN|00064|0.0000|3.6100|0.7600|KOREA|||KOS-081
21421-21030|ESTOPERA DELANTERA CIGUENAL PICANTO|PICAN|00110|0.0000|2.8800|0.9800|KOREA|||KOS-045
21421-23020|ESTOPERA DELANTERA CIGUENAL TUCSON|TUCSO|00064|0.0000|3.2200|0.8600|KOREA|||KOS-066
23510-4Z100|BRAZO BIELA PREGIO 3.0|PREGI|00185|0.0000|51.2000|20.7700|KOREA|||
24321-23770|CADENA LEVA TUCSON/ELANTRA|TUCSO|00058|0.0000|12.5000|3.7400|KOREA|||24321-23780
0K2A1-17400|SENSOR DE DISTANCIA KIA RIO 1.5|RIO|00122|0.0000|14.2400|2.9900|KOREA|||
KIT-0K72A|KIT RODAMIENTO PREGIO (INT + EXT)|PREGI|00007|0.0000|36.7000|11.2700|KOREA|||
0K72C-13100B|MULTIPLE ADMISION PREGIO MOBIS|PREGI|00004|0.0000|106.1200|33.8000|KOREA|||
KIT-PREGIO|KIT MOTOR ORIGINAL PREGIO 3.0|PREGI||0.0000|0.0000|203.7000||||
27301-02700|BOBINA KIA PICANTO|PICAN|00007|0.0000|52.4100|26.2600|KOREA|||
57170-2D101|CORREA DH TUCSON|TUCSO|00139|0.0000|4.1100|1.1700|KOREA|||
23410-02470|JGO. PISTON KIA PICANTO STD PMC|PICAN|00002|0.0000|60.8900|21.2800|KOREA|||
25650-02560-K|TOMA DE AGUA CORTA PICANTO CS KOREANA|PICAN|00007|0.0000|0.0000|5.2200|KOREA|||
25622-02566-K|TOMA DE AGUA LARGA PICANTO KOREANA|PICAN|00007|0.0000|0.0000|6.2300|KOREA|||
23120-02570-K|ENGRANAJE CIGUENAL PICANTO|PICAN|00062|0.0000|6.2700|2.0000|CHINA|||
21310-23001|BOMBA ACEITE TUCSON PMC|TUCSO|00002|0.0000|80.7000|29.4900|KOREA|||
27400-2X140|JGO. CABLES KIA RIO 1.5 MOBIS|RIO|00004|0.0000|0.0000|8.6900|KOREA|||
24312-2X000-OEM|CORREA DE TIEMPO KIA RIO ORIGINAL|RIO|00003|0.0000|0.0000|10.0000|KOREA|||
23060-02502-K|JGO. CONCHA BIELA PICANTO STD 02901|PICAN|00065|0.0000|7.7800|2.6100|KOREA|||
21020-02500|JGO. CONCHA BANCADA PICANTO STD|PICAN|00005|0.0000|12.3000|4.1600|KOREA|||
0VNY1-11SF0|JGO. CONCHA BIELA PREGIO 0.10|PREGI|00005|0.0000|0.0000|3.5600|KOREA|||
21030-02740|JGO. SEPARADOR AXIAL PICANTO STD|PICAN|00072|0.0000|3.6100|1.3800|KOREA|||
24321-26020|CADENA LEVA GETZ/ELANTRA|GETZ|00074|0.0000|13.1600|3.0000|KOREA|||
0K6Z2-11SH0|JGO. CONCHA BANCADA PREGIO 0.10|PREGI|00005|0.0000|18.4600|5.5000|KOREA|||
23410-23711|JGO. PISTON TUCSON STD ARO GRUESO|TUCSO|00086|0.0000|0.0000|14.6000|KOREA|||
25100-37201|BOMBA DE AGUA SPORTAGE 2.7|SPTFE|00128|0.0000|57.1300|15.9500|KOREA|||
0K6Z2-11SG0|JGO. CONCHA BANCADA STD PREGIO|PREGI|00005|0.0000|18.6400|5.7500|KOREA|||
24450-37100|POLEA TENSORA SPORTAGE 2.7|SPTFE|00007|0.0000|13.3400|4.9000|KOREA|||
24810-37120|POLEA TIEMPO SPORTAGE 2.7|SPTFE|00001|0.0000|17.6500|5.7400|KOREA|||
24410-37100|TENSOR HIDRAULICO SPORTAGE 2.7 KOREA|SPTFE|00074|0.0000|58.6900|19.0200|KOREA|||
21310-37100|BOMBA ACEITE SPORTAGE 2.7|SPTFE|00007|0.0000|115.0500|34.5700|KOREA|||
0K75A-10311|JGO. CAMISA PREGIO 3.0 TERMINADAS|PREGI|00089|0.0000|0.0000|49.5700|KOREA|||
0K7Z1-11SA0|JGO. PISTON KIA PREGIO 3.0 S/RETEN|PREGI|00045|0.0000|217.9200|21.7300|KOREA|||
20910-23C21|JGO. EMPACADURA TUCSON|TUCSO|00020|0.0000|52.8900|14.6500|KOREA|||
20910-26E01|JGO. EMPACADURA GETZ 1.6|GETZ|00020|0.0000|46.7700|14.3500|KOREA|||
54830-34000|BIELETA DELANTERA ELANTRA XD|OTROS|00094|0.0000|0.0000|1.4300|KOREA|||
57724-07000|ROTULA KIA RIO|RIO|00094|0.0000|0.0000|3.0900|KOREA|||
25100-26902|BOMBA AGUA GETZ 1.6|ELGTZ|00011|0.0000|18.7700|6.1500|CHINA|||
41421-28000|COLLARIN ACCENT/GETZ|ACCEN|00060|0.0000|14.4600|4.6000|KOREA|||
22144-3B001|ESTOPERA ARBOL DE LEVA ACCENT/TUCSON/GETZ|ACCEN|00077|0.0000|2.2000|0.4600|KOREA|||
21421-22001|ESTOPERA CIGUENAL DELANTERA ACCENT/GETZ|ELGTZ|00063|0.0000|1.5500|0.3400|KOREA|||
24312-23202-OEM|CORREA TIEMPO TUCSON ORIGINAL|TUCSO|00004|0.0000|0.0000|8.0000|KOREA|||
31911-2E000|FILTRO GASOLINA TUCSON|TUCSO|00108|0.0000|6.2000|3.1000|CHINA|||
28113-22051|FILTRO AIRE ACCENT 1.5|ACCEN|00063|0.0000|0.8900|0.4200|KOREA|||
KK1Y011SG0|JGO. CONCHA BANCADA KIA RIO STD|RIO|00005|0.0000|10.2700|4.9100|KOREA|||
21830-2D050|BASE CAJA ELANTRA XD AUTOMATICO|ELGTZ|00002|0.0000|28.6500|8.5600|KOREA|||
27301-22600|BOBINA GETZ 1.3|ELGTZ|00007|0.0000|0.0000|16.5500|KOREA|||
25100-23530|BOMBA DE AGUA TUCSON/SPORTAGE|TUCSO|00004|0.0000|0.0000|11.8200|KOREA|||
97730-2D000|ELECTROVENTILADOR A/A ELANTRA 2.0|ELGTZ|00002|0.0000|52.3800|18.8200|KOREA|||
25380-1C160|ELECTROVENTILADOR GETZ 1.6|ELGTZ|00002|0.0000|86.6100|25.0300|KOREA|||
25310-1C200|RADIADOR GETZ 1.3 TM|GETZ|00002|0.0000|0.0000|11.8200|KOREA|||
25310-1C000A|RADIADOR GETZ 1.6 TM|GETZ|00002|0.0000|44.0400|15.7600|KOREA|||
25310-2E100A|RADIADOR TUCSON TM|TUCSO|00041|0.0000|144.1500|43.6100|KOREA|||
22231-37100|JGO. TAQUETES GETZ 1.6|ELGTZ|00140|0.0000|64.1500|30.4000|KOREA|||
21310-26650|BOMBA ACEITE GETZ 1.6|ELGTZ|00002|0.0000|76.9300|29.0900|KOREA|||
27501-26D00-OEM|JGO. CABLE BUJIA GETZ 1.6|GETZ|00077|0.0000|0.0000|5.5000|CHINA|||
51720-02000-OEM|RODAMIENTO DELANTERO PICANTO/GETZ KOYO|GETZ|00096|0.0000|14.7000|5.1400|KOREA|||
RAT2062|TENSOR TIEMPO ACCENT/GETZ|ACCEN|00131|0.0000|12.5600|6.3100|KOREA|||
23040-22010|JGO. ANILLO STD ACCENT 1.5|ACCEN|00061|0.0000|0.0000|3.8500|KOREA|||
27301-23510|BOBINA IGNICION ELANTRA XD 2.0|ELGTZ|00085|0.0000|41.2000|26.8900|KOREA|||
21421-23020-H|ESTOPERA DELANTERA TUCSON|TUCSO|00108|0.0000|2.2000|0.6000|CHINA|||
21421-21030-K|ESTOPERA DELANTERA PICANTO NEGRA|PICAN|00007|0.0000|0.0000|0.3600|KOREA|||
24810-23050|POLEA TIEMPO TUCSON GMB (GT10160)|TUCSO|00001|0.0000|16.5600|5.1400|KOREA|||
4PK850|CORREA A/A TUCSON 850|TUCSO|00077|0.0000|4.9600|2.0600|KOREA|||
4PK830|CORREA A/A GETZ 1.6 830|GETZ|00077|0.0000|4.9600|1.5700|KOREA|||
4PK970|CORREA A/A KIA RIO 1.5|RIO|00077|0.0000|5.2900|2.6100|KOREA|||
4PK885|CORREA ALTERNADOR KIA RIO 1.5|RIO|00099|0.0000|7.0000|4.2000|OTROS|||
21910-2E100|JGO. EMPACADURA GETZ 1.6 MOBIS|GETZ|00004|0.0000|0.0000|8.7600|KOREA|||
25100-37102|BOMBA DE AGUA SPORTAGE 2.7 MOBIS|SPTFE|00004|0.0000|0.0000|20.0300|KOREA|||
25100-26550-PMC|BOMBA AGUA GETZ 1.6 PMC|ELGTZ|00002|0.0000|30.6200|9.7500|KOREA|||
25830-1F251|ELECTROVENTILADOR TUCSON|TUCSO|00002|0.0000|112.3200|33.7400|KOREA|||
KIT-TERMIN|JGO. TERMINAL (R+L) TUCSON|TUCSO|00101|0.0000|0.0000|8.4600|KOREA|||
21830-2E100|BASE CAJA IZQ TUCSON T/A 4x4/4x2|TUCSO|00108|0.0000|28.6500|7.2000|CHINA|||
HY-820|PUNTA TRIPOIDE TUCSON 27*23|TUCSO|00101|0.0000|0.0000|6.0100|KOREA|||
21930-2D100|BASE MOTOR TRASERA ELANTRA XD|ELGTZ|00118|0.0000|13.5000|4.5000|CHINA|||
0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0|PREGI|00062|0.0000|37.1100|11.8000|CHINA|||
0K7Z1-11-SC0|JGO. ANILLO PREGIO 3.0|PREGI|00103|0.0000|0.0000|24.1300|KOREA|||
21421-35011-K|ESTOPERA DELANTERA CIG. SPORTAGE 2.7|OTROS|00081|0.0000|0.0000|0.2500|KOREA|||
22144-39001-K|ESTOPERA ARBOL LEVA SPORTAGE 2.7|OTROS|00081|0.0000|0.0000|0.2500|KOREA|||
21421-22001-OEM|ESTOPERA DELANTERA CIG. ACC/GETZ|GETZ|00077|0.0000|1.5500|0.3400|KOREA|||
27501-37A00|JGO. CABLE BUJIA SPORTAGE 2.7|SPTFE|00030|0.0000|28.8100|9.3500|KOREA|||
0K75A39040|BASE MOTOR KIA PREGIO|PREGI|00057|0.0000|13.4800|4.1200|KOREA|||
KIT-BASE|PAR BASE AMORTIGUADOR KIA RIO STYLUS (R+L)|RIO|00007|0.0000|0.0000|9.1200|KOREA|||
0K75A10311B|JGO. CAMISA PREGIO SEKI|PREGI|00002|0.0000|151.5000|47.3000|KOREA|||
0K72A-16-510|COLLARIN KIA PREGIO VALEO (VKD20716)|PREGI|00066|0.0000|23.4400|7.4700|KOREA|||
23060-23620|JGO. CONCHA BIELA TUCSON STD 23140|TUCSO|00077|0.0000|0.0000|2.8100|KOREA|||
0K2A1-16-510A|COLLARIN KIA RIO REEMPLAZO|RIO|00077|0.0000|0.0000|5.5800|KOREA|||
PC523|SENSOR CKP POSICION CIGUENAL RIO|RIO|00104|0.0000|0.0000|3.8800|KOREA|||
41421-02000-K|COLLARIN KIA PICANTO|PICAN|00002|0.0000|12.5400|4.5800|KOREA|||
517503A003|MOSO DELANTERO TUCSON/SPORTAGE|TUCSO|00077|0.0000|25.8500|11.0000|KOREA|||
35150-33010|VALVULA IAC PIC/RIO|RIO|00122|0.0000|18.0300|7.2300|KOREA|||
41412-4Z000|COLLARIN KIA PREGIO|PREGI|00007|0.0000|15.1400|4.6500|KOREA|||
KK1Y0-11SJ0|JGO. SEPARADOR AXIAL KIA RIO STD|RIO|00005|0.0000|3.6100|1.0400|KOREA|||
23040-3E001|JGO. ANILLO SPORTAGE 2.7 STD|SPTFE|00113|0.0000|68.4700|18.2200|KOREA|||
517502D003|MOZO DELANTERO ELANTRA XD|ELAN|00137|0.0000|31.3200|8.2900|KOREA|||
21443-2A001|ESTOPERA TRAS. CIG. SPORT 2.7/ STA FE KOS-085|SPTFE|00064|0.0000|11.0500|2.3000|KOREA|||
21421-35011|ESTOPERA DEL. CIG. SPORTAGE 2.7 KOS|SPTFE|00064|0.0000|4.4100|1.0200|KOREA|||
0K30E-10602|ESTOPERA LEVA KIA RIO KOS|RIO|00064|0.0000|2.6600|1.0000|KOREA|||
39220-38010|VALVULA TEMPERATURA KIA PICANTO|PICAN|00147|0.0000|8.8000|2.9300|KOREA|||
39230-26600|VALVULA TEMPERATURA GETZ (CABLE)|ELGTZ|00004|0.0000|20.0500|6.3900|KOREA|||
42421-39000|COLLARIN HYUNDAI ELANTRA|ELAN|00106|0.0000|24.4600|9.2700|KOREA|||
41421-28000-K|COLLARIN ACCENT/GETZ TNF|GETZ|00136|0.0000|10.4900|4.5000|KOREA|||
26740-02500|VALVULA PCV HYUNDAI TODOS MOBIS|GETZ|00004|0.0000|8.4800|1.9100|KOREA|||
0B37C-10602A|ESTOPERA DEL. CIG. KIA RIO KOS|RIO|00064|0.0000|1.6200|0.6100|KOREA|||
22144-39001|ESTOPERA LEVA SPORTAGE 2.7 KOS|OTROS|00064|0.0000|4.3700|0.6100|KOREA|||
0K75A10271|EMPACADURA CAMARA PREGIO 3.0 ORIGINAL|PREGI|00004|0.0000|6.5800|2.4800|KOREA|||
56820-22000-K|TERMINAL ACCENT PMC|ACCEN|00002|0.0000|9.5000|2.9500|KOREA|||
26740-21314|VALVULA PCV HYUNDAI|GETZ|00003|0.0000|6.0000|1.9100|KOREA|||
0K30E-10-2017|JGO. EMPACADURA KIA RIO STYLUS|RIO|00108|0.0000|25.7200|10.7100|CHINA|||
20910-23F00|JGO. EMPACADURA TUCSON|TUCSO|00077|0.0000|26.6000|12.4100|KOREA|||
0K6A1-10155|JGO. GOMA VALVULA KIA PREGIO|PREGI|00007|0.0000|5.2800|1.2000|KOREA|||
KSP61-10270C|JGO. EMPACADURA RIO STYLUS 1.5|RIO|00020|0.0000|51.7900|13.8800|KOREA|||
22441-02400|EMPACADURA TAPA VALVULA PICANTO|PICAN|00002|0.0000|1.6600|0.6200|KOREA|||
0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|RIO|00062|0.0000|45.7300|14.8000|CHINA|||
24312-2X000-DON|CORREA TIEMPO KIA RIO 1.5 DONGIL|RIO|00088|0.0000|0.0000|0.0000|KOREA|||
54820-FD000|BIELETA KIA RIO STYLUS LH|RIO|00002|0.0000|8.3500|2.7100|KOREA|||
54830-FD000|BIELETA KIA RIO STYLUS RH|RIO|00002|0.0000|8.3500|2.7100|KOREA|||
21310-23002-DHM|BOMBA ACEITE TUCSON SEONG|TUCSO|00062|0.0000|63.2400|16.5000|CHINA|||
21910-2E002-DHM|BASE MOTOR DEL. TUCSON KP CON LOMO|TUCSO|00118|0.0000|18.5400|6.4200|CHINA|||
21810-2D050-DHM|BASE MOTOR RH ELANTRA KP|ELGTZ|00118|0.0000|24.8600|10.5000|CHINA|||
51760-2E000-DHM|MUNON TUCSON/SPORT|TUCSO|00118|0.0000|10.7300|5.0100|CHINA|||
54830-2D000-DHM|BIELETA DELANTERA ELANTRA|ELGTZ|00118|0.0000|6.6400|2.1500|CHINA|||
54830-1F000-DHM|BIELETA DELANTERA TUCSON/SPORT|TUCSO|00118|0.0000|6.9500|2.2500|CHINA|||
546102D000-DHM|BASE AMORT. DEL ELANTRA|ELGTZ|00143|0.0000|17.2200|8.4000|KOREA|||
546102E000-DHM|BASE AMORTIGUADOR DEL. TUCSON|TUCSO|00002|0.0000|16.5000|6.3000|KOREA|||
54830-1C000-DHM|BIELETA GETZ LH KP|ELGTZ|00118|0.0000|6.9500|2.2500|CHINA|||
54840-1C000-DHM|BIELETA GETZ RH KP|ELGTZ|00118|0.0000|6.9500|2.2500|CHINA|||
KKY01-32280-DHM|TERMINAL KIA RIO KP|RIO|00118|0.0000|6.7000|2.5000|CHINA|||
25100-23022-DHM|BOMBA AGUA TUCSON DHM|TUCSO|00011|0.0000|20.2700|6.3700|CHINA|||
21310-26650-DHM|BOMBA ACEITE GETZ 1.6 SEONG|ELGTZ|00062|0.0000|49.7500|16.5000|CHINA|||
21910-2D050-DHM|BASE MOTOR DEL. ELANTRA KP|ELGTZ|00118|0.0000|10.6600|4.6000|CHINA|||
56820-2E900-DHM|TERMINAL RH TUCSON/SPORTAG KP|TUCSO|00118|0.0000|8.7600|3.3000|CHINA|||
56820-2E000-DHM|TERMINAL LH TUCSON/SPORT KP|TUCSO|00118|0.0000|8.7600|3.3000|CHINA|||
21310-02550-DHM|BOMBA ACEITE KIA PICANTO DHM|PICAN|00011|0.0000|45.3500|12.7500|CHINA|||
56820-22000-DHM|TERMINAL ACC/GETZ/ELAN KP|ACCEN|00118|0.0000|11.8000|3.1500|CHINA|||
23060-37140|JGO. CONCHA BIELA SPORTAGE 2.7 STD|SPTFE|00072|0.0000|21.3000|6.0000|KOREA|||
23060-37921|JGO. CONCHA BIELA SPORTAGE 2.7 0.10 (0,25)|SPTFE|00048|0.0000|21.3000|3.3900|KOREA|||
23060-23912|JGO. CONCHA BIELA TUCSON 0.20|TUCSO|00121|0.0000|9.9200|3.7500|KOREA|||
21020-37220|JGO. CONCHA BANCADA SPORTAGE 2.7 STD|SPTFE|00072|0.0000|24.5700|5.4100|KOREA|||
21020-37921|JGO. CONCHA BANCADA SPORTAGE 2.7 0.10 (0,25)|SPTFE|00170|0.0000|24.5700|4.7200|KOREA|||
MB092-23067|ESTOPERA RUEDA EXTERNA KIA RIO|RIO|00064|0.0000|1.2300|0.4500|KOREA|||
KK15127238|ESTOPERA RUEDA INTERNA KIA RIO|RIO|00064|0.0000|2.2500|0.5200|KOREA|||
0K30A-60960|FLOTANTE GASOLINA KIA RIO|RIO|00007|0.0000|15.4500|10.5000|KOREA|||
KIT-PISSPORTSTD|JGO. PISTON SPORTAGE 2.7 STD|OTROS|00015|0.0000|169.4700|46.0000|KOREA|||
23040-23902-STD|JGO. ANILLO TUCSON STD ARO FINO|TUCSO|00073|0.0000|0.0000|12.6500|KOREA|||23040-23000
21030-23000|JGO. SEPARADOR AXIAL TUCSON 0.10 (0,25)|TUCSO|00005|0.0000|6.9700|1.1000|KOREA|||
KK1Y0-11SJ0-025|JGO. SEPARADOR AXIAL RIO 0.10|RIO|00005|0.0000|4.6400|1.0400|KOREA|||
KIT-PISTUCSTD|KIT PISTON Y ANILLO STD TUCSON|TUCSO|00068|0.0000|0.0000|0.0000|KOREA|||
23040-02970-STD|JGO. ANILLO KIA PICANTO STD|PICAN|00073|0.0000|22.3900|8.9300|KOREA|||
27501-23B70-OEM|JGO. CABLE BUJIA TUCSON ORIGINAL|TUCSO|00108|0.0000|0.0000|5.5000|CHINA|||
22224-23500-OEM|JGO. GOMA VALVULA ACCENT (12 PCS)|ACCEN|00108|0.0000|7.5100|2.6200|CHINA|||
0K3Y1-11SBX-020|JGO. PISTON KIA RIO 1.5 0.20 (0,50)|RIO|00002|0.0000|63.3000|9.6000|KOREA|||
21030-02740-025|JGO. SEPARADOR AXIAL PICANTO 0.10|PICAN|00005|0.0000|4.2100|1.0000|KOREA|||
0K3Y2-11SDX|JGO. ANILLO KIA RIO 1.5 0.20 (0,50)|RIO|00073|0.0000|22.6100|8.3700|KOREA|||
21443-33005.|ESTOPERA TRASERA CIGUENAL TUCSON ORIG|TUCSO|00110|0.0000|5.3000|1.4500|KOREA|||
22443-23001.|KIT SELLOS BUJIAS HYUNDAI|TUCSO|00122|0.0000|5.9300|0.8000|KOREA|||
0K30E-10602.|ESTOPERA ARBOL LEVA KIA RIO 1.5 ORIG|RIO|00108|0.0000|1.5500|0.5000|CHINA|||
39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|ELGTZ|00062|0.0000|9.9400|2.3000|CHINA|||
0B37C-10602B|ESTOPERA BOMBA ACEITE KIA RIO 1.5 ORIG|RIO|00108|0.0000|1.1800|0.3800|CHINA|||
21421-21030.|ESTOPERA BOMBA ACEITE KIA PICANTO ORIG|PICAN|00108|0.0000|1.5500|0.2000|CHINA|||
0K201-11312.|ESTOPERA TRASERA CIGUENAL RIO 1.5 ORIG|RIO|00108|0.0000|2.5800|0.6000|CHINA|||
0K3Y0-11SC0|JGO. ANILLO KIA RIO 1.5 STD|RIO|00152|0.0000|24.2700|9.6800|KOREA|||
41710-39001|BOMBIN INF TUC/ELANT TCIC 11O0869|TUCSO|00069|0.0000|18.8100|7.5000|KOREA|||
25380-07000|ELECTROVENTILADOR KIA PICANTO|PICAN|00002|0.0000|51.9800|18.0300|KOREA|||
21830-07100|BASE CAJA PICANTO|PICAN|00007|0.0000|31.3200|9.6200|KOREA|||
54611-07000|BASE AMORTIGUADOR KIA PICANTO|PICAN|00002|0.0000|6.1400|2.4500|KOREA|||
24321-26060-OEM|CADENA LEVA GETZ SEONG|ELGTZ|00062|0.0000|6.7000|2.1000|CHINA|||
35301-22032-OEM|REGULADOR GASOLINA ACCENT SEONG|ACCEN|00062|0.0000|9.2600|4.3000|CHINA|||
51712-FD200|DISCO FRENO RIO STYLUS|RIO|00066|0.0000|36.7800|11.8000|KOREA|||
22224-23001-16|JGO. GOMA VALVULA TUCSON/GETZ (16 PCS)|ELGTZ|00108|0.0000|7.6000|1.9200|CHINA|||
21930-2E300|BASE MOTOR TRASERA TUCSON|TUCSO|00095|0.0000|16.7500|5.7300|KOREA|||
39310-02200|SENSOR POSICION CIGUENAL KIA PICANTO|PICAN|00062|0.0000|16.5600|4.1500|CHINA|||
24321-23770-OEM|CADENA LEVA TUCSON SEONG|TUCSO|00062|0.0000|7.4200|2.4000|CHINA|||
0K2A116510-OEM|COLLARIN KIA RIO KP|RIO|00118|0.0000|8.2400|2.5000|CHINA|||
41421-28000-OEM|COLLARIN ACCENT/GETZ KP|ACCEN|00118|0.0000|8.2400|2.0300|CHINA|||
21020-23340-025|JGO. CONCHA BANCADA TUCSON 0.10 (0,25)|TUCSO|00062|0.0000|13.5200|3.1200|CHINA|||
21020-23340-075|JGO. CONCHA BANCADA TUCSON 0.30 (0,75)|TUCSO|00108|0.0000|16.9100|4.5400|CHINA|||
21020-23340-100|JGO. CONCHA BANCADA TUCSON 0.40 (1,00)|TUCSO|00108|0.0000|13.4800|4.5400|CHINA|||
21020-23340-STD|JGO. CONCHA BANCADA TUCSON STD|TUCSO|00062|0.0000|13.5200|3.1200|CHINA|||
23060-23340-075|JGO. CONCHA BIELA TUCSON 0.30|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-025|JGO. CONCHA BIELA TUCSON 0.10|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-050|JGO. CONCHA BIELA TUCSON 0.20|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-STD|JGO. CONCHA BIELA TUCSON STD|TUCSO|00121|0.0000|8.3000|2.7100|KOREA|||
23410-23982|JGO. PISTON TUCSON 0.20 (0,50) FINO 2mm|TUCSO|00115|0.0000|95.9400|29.5000|KOREA|||
23040-23972|JGO. ANILLO TUCSON 0.20 (0,50) FINO|TUCSO|00112|0.0000|39.3300|13.5900|KOREA|||
23410-26511|JGO. PISTON GETZ 1.6 0.20 FINO|GETZ|00115|0.0000|82.6600|25.0000|KOREA|||
23410-02770|JGO. PISTON KIA PICANTO 0.20 (0,50)|PICAN|00115|0.0000|68.7500|21.4300|KOREA|||
24431-26000|GUIA CADENA GETZ 1.6|ELGTZ|00062|0.0000|3.2300|1.5000|CHINA|||
24410-37100-DHM|TENSOR HIDRAULICO SPORTAGE 2.7 GMB|SPTFE|00001|0.0000|50.9900|18.6800|KOREA|||
2068|PILA GASOLINA NPPN 2068|GETZ|00116|0.0000|16.1600|4.2000|KOREA|||
54820-FD000-DHM|BIELETA KIA RIO STYLUS LH KP|RIO|00118|0.0000|8.4200|2.2500|CHINA|||
54830-FD000-DHM|BIELETA KIA RIO STYLUS RH KP|RIO|00118|0.0000|8.4200|2.2500|CHINA|||
57170-2D101-DHM|CORREA DIRECCION TUCSON DHM|TUCSO|00011|0.0000|1.9400|0.7500|CHINA|||
57321-29100-DHM|CORREA DIRECCION GETZ|ELGTZ|00007|0.0000|2.5800|0.7700|KOREA|||
24450-37100-OEM|POLEA TENSORA SPORTAGE 2.7 GMB/KOREA 37120|SPTFE|00189|0.0000|18.2100|5.6500|KOREA|||
24410-26000-OEM|TENSOR ACCENT/GETZ OEM|GETZ|00118|0.0000|12.4000|3.1200|CHINA|||
24410-24000-OEM|TENSOR ELANTRA LISO PMC|ELGTZ|00002|0.0000|15.9700|6.1600|KOREA|||
23410-02770-K|JGO. PISTON KIA PICANTO 0.50 SWP|PICAN|00015|0.0000|74.0600|22.4000|KOREA|||
24410-23050-OEM|TENSOR TIEMPO TUCSON GANCHO|TUCSO|00126|0.0000|27.7600|8.3500|KOREA|||
20910-23C20-OEM|JGO. EMPACADURA TUCSON OEM|TUCSO|00108|0.0000|32.5100|8.2900|CHINA|||
HDK-174-KP|KIT DE EMBRAGUE GETZ 1.6 KP|ELGTZ|00118|0.0000|63.7500|25.5000|CHINA|||
24810-26020-OEM|POLEA TIEMPO GETZ 1.6 PMC|ELGTZ|00137|0.0000|10.4400|3.8200|KOREA|||
21830-1C370|BASE LH GETZ|ELGTZ|00108|0.0000|37.4600|8.8000|CHINA|||
21810-1C220|BASE RH GETZ|GETZ|00108|0.0000|47.7000|11.2000|CHINA|||
21810-07000|BASE MOTOR RH PICANTO|PICAN|00118|0.0000|36.0500|16.0000|CHINA|||
21810-2E000|BASE RH TUCSON|TUCSO|00118|0.0000|30.8500|9.5500|CHINA|||
