codmovart|fecha_mov|tipinv|cantidad|almacen|numdoc
93110-22000|2023-07-30 00:00:00|SAL|8|01|100959
20910-3CB00|2023-07-30 00:00:00|SAL|6|01|100959
0K30E-15186B-SE|2023-07-30 00:00:00|SAL|5|01|100959
54830-1F000|2023-09-13 00:00:00|SAL|1|01|100960
KKBK-137ST22HAN|2023-09-13 00:00:00|SAL|3|01|100960
21810-22040|2023-08-06 00:00:00|SAL|4|01|100961
41300-4A020|2023-08-06 00:00:00|SAL|8|01|100961
24471-3C100-SEO|2023-08-06 00:00:00|SAL|8|01|100961
58302-2BA40|2023-08-06 00:00:00|SAL|10|01|100961
0K72A-34830|2023-09-01 00:00:00|SAL|10|01|100962
23124-38210|2023-04-04 00:00:00|SAL|10|01|100963
57170-2D101-K|2023-04-04 00:00:00|SAL|9|01|100963
0K2Y3-11-SE0-ST|2023-04-04 00:00:00|SAL|3|01|100963
KIT-PISTUCSTD|2023-04-04 00:00:00|SAL|7|01|100963
36120-23070|2023-03-25 00:00:00|SAL|2|01|100964
51750-C1000|2023-03-25 00:00:00|SAL|4|01|100964
0K30C-59560C|2023-03-25 00:00:00|SAL|5|01|100964
35310-3C000|2023-03-25 00:00:00|SAL|7|01|100964
23410-3E001|2023-04-01 00:00:00|SAL|9|01|100965
82651-1F000-KP|2023-04-01 00:00:00|SAL|8|01|100965
54501-1C000-CH|2023-04-01 00:00:00|SAL|7|01|100965
25215-4Z100|2023-04-01 00:00:00|SAL|7|01|100965
24355-3E000-SE|2023-08-13 00:00:00|SAL|6|01|100966
41100-22710-KP|2023-08-13 00:00:00|SAL|8|01|100966
54540-4B001|2023-08-13 00:00:00|SAL|2|01|100966
24100-26601-SEO|2023-06-05 00:00:00|SAL|9|01|100967
0K72C-13100B|2023-06-05 00:00:00|SAL|9|01|100967
0K6A1-10155-SEO|2023-06-24 00:00:00|SAL|3|01|100968
39350-03030|2023-06-24 00:00:00|SAL|6|01|100968
54570-3E100|2023-06-24 00:00:00|SAL|6|01|100968
41600-4A030|2023-04-25 00:00:00|SAL|3|01|100969
23040-02970-STD|2023-04-25 00:00:00|SAL|2|01|100969
23124-2X010-SEO|2023-04-25 00:00:00|SAL|6|01|100969
23040-3C101-STD|2023-04-25 00:00:00|SAL|3|01|100969
KITPISPIC-040|2023-04-25 00:00:00|SAL|4|01|100969
57730-4F000|2023-01-06 00:00:00|SAL|4|01|100970
25100-37202-PMC|2023-01-06 00:00:00|SAL|7|01|100970
54501-1C000-CH|2023-01-06 00:00:00|SAL|10|01|100970
54551-3000|2023-01-06 00:00:00|SAL|8|01|100970
81770-4H010|2023-01-06 00:00:00|SAL|6|01|100970
0K75A-10100B|2023-08-21 00:00:00|SAL|9|01|100971
20910-23F00|2023-08-21 00:00:00|SAL|3|01|100971
25411-07000-SEO|2023-08-21 00:00:00|SAL|7|01|100971
39350-23500-K|2023-08-21 00:00:00|SAL|2|01|100971
22212-23600|2023-12-04 00:00:00|SAL|1|01|100972
0K30E-13-250-TK|2023-11-06 00:00:00|SAL|9|01|100973
0K30F39050A-KP|2023-11-06 00:00:00|SAL|7|01|100973
KITSPORT020|2023-07-09 00:00:00|SAL|7|01|100974
28164-38210|2023-07-09 00:00:00|SAL|5|01|100974
39310-38060-TKC|2023-07-09 00:00:00|SAL|6|01|100974
25282-2G000|2023-07-09 00:00:00|SAL|5|01|100974
0K75B18140-CH|2023-07-09 00:00:00|SAL|9|01|100974
28113-3K200|2023-12-22 00:00:00|SAL|3|01|100975
54830-2F000|2023-12-22 00:00:00|SAL|1|01|100975
54480-3E200|2023-12-22 00:00:00|SAL|4|01|100975
43394-28600-OEM|2023-05-19 00:00:00|SAL|3|01|100976
21910-1G100-KP|2023-05-19 00:00:00|SAL|2|01|100976
56820-4A600|2023-05-19 00:00:00|SAL|6|01|100976
43394-28500-OEM|2023-05-13 00:00:00|SAL|5|01|100977
25100-2X200-PMC|2023-05-13 00:00:00|SAL|10|01|100977
0VNY111SF0-PMC|2023-05-13 00:00:00|SAL|8|01|100977
41610-2E005-SEO|2023-09-15 00:00:00|SAL|6|01|100978
54830-1C000-DLZ|2023-09-15 00:00:00|SAL|10|01|100978
DAC42760039|2023-09-15 00:00:00|SAL|3|01|100978
25411-2D000|2023-09-15 00:00:00|SAL|10|01|100978
39210-03040|2023-09-23 00:00:00|SAL|10|01|100979
4171022660|2023-09-23 00:00:00|SAL|4|01|100979
22212-2E000|2023-09-23 00:00:00|SAL|3|01|100979
0K72A-43400-K|2023-06-23 00:00:00|SAL|9|01|100980
21020-02591-025|2023-06-23 00:00:00|SAL|9|01|100980
55310-2B211|2023-01-08 00:00:00|SAL|4|01|100981
KITPISTUC-030|2023-01-08 00:00:00|SAL|4|01|100981
86812-4A001-SEO|2023-01-08 00:00:00|SAL|6|01|100981
23410-02270-050|2023-01-08 00:00:00|SAL|2|01|100981
22211-42220|2023-05-13 00:00:00|SAL|3|01|100982
KITCORRH1-SEONG|2023-05-13 00:00:00|SAL|5|01|100982
49140-4A500|2023-12-30 00:00:00|SAL|6|01|100983
20910-03M05|2023-12-30 00:00:00|SAL|1|01|100983
KITPISSON-020|2023-12-30 00:00:00|SAL|10|01|100983
0K65A14100E|2023-12-30 00:00:00|SAL|4|01|100983
54530-4A000-KP|2023-06-24 00:00:00|SAL|9|01|100984
39250-3E120|2023-06-24 00:00:00|SAL|4|01|100984
23110-23710|2023-06-24 00:00:00|SAL|6|01|100984
0K75A-13-800|2023-06-24 00:00:00|SAL|9|01|100984
K7Z1-11-SC0-STD|2023-08-04 00:00:00|SAL|3|01|100985
92650-22001|2023-08-04 00:00:00|SAL|5|01|100985
21810-2C300|2023-08-04 00:00:00|SAL|10|01|100985
25100-3C120|2023-08-04 00:00:00|SAL|9|01|100985
31380-2E000-SE|2023-01-01 00:00:00|SAL|7|01|100986
21522-2X000-SEO|2023-01-01 00:00:00|SAL|8|01|100986
94650-42051|2023-01-01 00:00:00|SAL|9|01|100986
43794-22000|2023-01-01 00:00:00|SAL|8|01|100986
27501-39A00|2023-02-09 00:00:00|SAL|10|01|100987
92201-1C000|2023-02-09 00:00:00|SAL|1|01|100987
21310-2C200|2023-02-09 00:00:00|SAL|9|01|100987
22100-26100|2023-02-09 00:00:00|SAL|4|01|100987
KK1YO-11SHY-075|2023-07-03 00:00:00|SAL|7|01|100988
0K2N1-34-150|2023-07-03 00:00:00|SAL|4|01|100988
24321-2B620|2023-09-11 00:00:00|SAL|4|01|100989
0K30E-102770|2023-09-11 00:00:00|SAL|5|01|100989
8263033001|2023-09-11 00:00:00|SAL|6|01|100989
57581-2E001-SE|2023-09-11 00:00:00|SAL|6|01|100989
35310-37150-SEO|2023-01-21 00:00:00|SAL|10|01|100990
23060-42920|2023-05-07 00:00:00|SAL|2|01|100991
0K7Z1-11-SC0|2023-05-07 00:00:00|SAL|7|01|100991
51750-2D000-KP|2023-05-07 00:00:00|SAL|4|01|100991
82650-2E000|2023-05-07 00:00:00|SAL|6|01|100991
54650-4H100|2023-05-07 00:00:00|SAL|3|01|100991
0K6A1-10155|2023-04-06 00:00:00|SAL|9|01|100992
23040-25000|2023-04-06 00:00:00|SAL|3|01|100992
41600-4H100|2023-09-14 00:00:00|SAL|8|01|100993
25500-22500|2023-09-14 00:00:00|SAL|9|01|100993
23040-26160|2023-10-31 00:00:00|SAL|10|01|100994
54830-1G000|2023-10-31 00:00:00|SAL|1|01|100994
PINT205|2023-10-31 00:00:00|SAL|3|01|100994
52710-2D111|2023-12-23 00:00:00|SAL|1|01|100995
54551-2E000-CH|2023-12-23 00:00:00|SAL|9|01|100995
0K30F39050A-KP|2023-05-04 00:00:00|SAL|5|01|100996
0K30B-32650|2023-05-04 00:00:00|SAL|5|01|100996
21930-1G000|2023-05-04 00:00:00|SAL|4|01|100996
23121-23000-SEO|2023-05-04 00:00:00|SAL|2|01|100996
25100-23022-DHM|2023-10-07 00:00:00|SAL|4|01|100997
57100-2B301|2023-10-07 00:00:00|SAL|4|01|100997
93742699|2023-01-01 00:00:00|SAL|4|01|100998
39210-2X010-TKC|2023-01-01 00:00:00|SAL|5|01|100998
21810-26500|2023-01-01 00:00:00|SAL|10|01|100998
25380-2D100-V|2023-09-12 00:00:00|SAL|9|01|100999
51720-2D000|2023-09-12 00:00:00|SAL|6|01|100999
22211-2G000|2023-09-12 00:00:00|SAL|3|01|100999
002|2023-01-20 00:00:00|SAL|3|01|101000
0KFY0-11-SG0|2023-01-20 00:00:00|SAL|10|01|101000
4PK850-MIT|2023-01-20 00:00:00|SAL|8|01|101000
2750126D00|2023-03-13 00:00:00|SAL|8|01|101001
39310-02200|2023-03-13 00:00:00|SAL|6|01|101001
0K2A1-17400|2023-03-13 00:00:00|SAL|10|01|101001
0K3Y0-11SC0-K|2023-11-15 00:00:00|SAL|8|01|101002
39180-3E100-TKC|2023-11-15 00:00:00|SAL|8|01|101002
25310-2B100|2023-11-15 00:00:00|SAL|9|01|101002
0K30F39050A|2023-11-15 00:00:00|SAL|8|01|101002
20910-38E00-SEO|2023-01-04 00:00:00|SAL|10|01|101003
58330-02000-SEO|2023-01-04 00:00:00|SAL|7|01|101003
56820-4D000|2023-01-04 00:00:00|SAL|6|01|101003
0K2C-01-5171-TK|2023-07-21 00:00:00|SAL|2|01|101004
27301-22600-K|2023-07-21 00:00:00|SAL|1|01|101004
|2023-07-21 00:00:00|SAL|5|01|101004
28113-32510|2023-07-21 00:00:00|SAL|3|01|101004
57530-2D000|2023-05-05 00:00:00|SAL|6|01|101005
35301-22032-OEM|2023-05-05 00:00:00|SAL|8|01|101005
35170-22010-TKC|2023-05-05 00:00:00|SAL|3|01|101005
54501-4H500|2023-05-05 00:00:00|SAL|4|01|101005
54610-FD000-K|2023-06-04 00:00:00|SAL|7|01|101006
82662-4A300-SEO|2023-06-04 00:00:00|SAL|6|01|101006
24420-3C100-SEO|2023-01-18 00:00:00|SAL|9|01|101007
54830-2E000|2023-01-18 00:00:00|SAL|5|01|101007
23040-23902|2023-01-18 00:00:00|SAL|3|01|101007
86812-2D000|2023-01-18 00:00:00|SAL|8|01|101007
23040-23972|2023-06-15 00:00:00|SAL|9|01|101008
39318-39800-TKC|2023-06-15 00:00:00|SAL|1|01|101008
28164-25000-TKC|2023-09-07 00:00:00|SAL|1|01|101009
22224-23500|2023-09-07 00:00:00|SAL|5|01|101009
KITPISSONSEONG|2023-09-07 00:00:00|SAL|2|01|101009
22144-2B001-MOB|2023-02-07 00:00:00|SAL|3|01|101010
20910-22P00|2023-02-07 00:00:00|SAL|3|01|101010
GT20060|2023-02-07 00:00:00|SAL|1|01|101010
24460-25001|2023-02-07 00:00:00|SAL|7|01|101010
22410-23100|2023-02-07 00:00:00|SAL|8|01|101010
82620-FD1008-K|2023-04-19 00:00:00|SAL|8|01|101011
25380-2K280|2023-04-19 00:00:00|SAL|4|01|101011
23040-23972-020|2023-10-02 00:00:00|SAL|6|01|101012
23410-26111-075|2023-10-02 00:00:00|SAL|9|01|101012
25411-2E200-SE|2023-10-02 00:00:00|SAL|10|01|101012
39318-39800-SEO|2023-10-02 00:00:00|SAL|9|01|101012
KITPISGETZ050|2023-10-02 00:00:00|SAL|10|01|101012
24610-22600-CH|2023-03-14 00:00:00|SAL|10|01|101013
24355-2B000-SE|2023-03-14 00:00:00|SAL|2|01|101013
57581-2E001|2023-03-14 00:00:00|SAL|8|01|101013
25460-3E700|2023-03-29 00:00:00|SAL|5|01|101014
51720-02000|2023-03-29 00:00:00|SAL|7|01|101014
25100-23530|2023-03-29 00:00:00|SAL|2|01|101014
826601C000CA|2023-08-01 00:00:00|SAL|4|01|101015
24810-2X700-OEM|2023-08-01 00:00:00|SAL|3|01|101015
21350-2B000|2023-08-01 00:00:00|SAL|9|01|101015
KK1Y0-11SH0|2023-08-01 00:00:00|SAL|2|01|101015
28113-08000|2023-09-05 00:00:00|SAL|6|01|101016
23510-02501|2023-09-05 00:00:00|SAL|2|01|101016
52710-2D111|2023-09-05 00:00:00|SAL|1|01|101016
24355-25000-TKC|2023-09-05 00:00:00|SAL|6|01|101016
27400-2X140|2023-09-05 00:00:00|SAL|3|01|101016
25286-2B010|2023-09-30 00:00:00|SAL|1|01|101017
25100-42541|2023-09-30 00:00:00|SAL|4|01|101017
97730-4D800|2023-09-30 00:00:00|SAL|8|01|101017
MB092-23067|2023-09-30 00:00:00|SAL|7|01|101017
22231-37100-TKC|2023-09-30 00:00:00|SAL|2|01|101017
21810-2E000-R|2023-05-15 00:00:00|SAL|2|01|101018
93490-3K600-TKC|2023-05-15 00:00:00|SAL|10|01|101018
28164-3C100-TKC|2023-05-15 00:00:00|SAL|8|01|101018
23040-23922075S|2023-05-06 00:00:00|SAL|3|01|101019
0K30E-18-131B|2023-05-06 00:00:00|SAL|6|01|101019
21830-2D000|2023-01-08 00:00:00|SAL|1|01|101020
0K72A-26710|2023-01-08 00:00:00|SAL|4|01|101020
43394-28500-OEM|2023-09-03 00:00:00|SAL|5|01|101021
KITPISSOR8-030|2023-09-03 00:00:00|SAL|1|01|101021
87170-1F100|2023-09-03 00:00:00|SAL|3|01|101021
4PK885|2023-09-03 00:00:00|SAL|4|01|101021
21930-2E300|2023-01-20 00:00:00|SAL|2|01|101022
55550-3E100|2023-01-20 00:00:00|SAL|1|01|101022
51720-02000|2023-01-20 00:00:00|SAL|9|01|101022
25611-3E001|2023-01-20 00:00:00|SAL|9|01|101022
93490-2M500-TKC|2023-03-29 00:00:00|SAL|9|01|101023
39180-22090-SE|2023-03-29 00:00:00|SAL|5|01|101023
0K30E-12420A-SE|2023-01-29 00:00:00|SAL|9|01|101024
KITTIEMFE219|2023-01-29 00:00:00|SAL|1|01|101024
56820-07000-CH|2023-01-29 00:00:00|SAL|2|01|101024
24410-38001|2023-01-29 00:00:00|SAL|4|01|101024
25100-2Y000|2023-02-19 00:00:00|SAL|7|01|101025
KITTUC040|2023-09-23 00:00:00|SAL|9|01|101026
219YU32|2023-09-23 00:00:00|SAL|1|01|101026
54840-26100|2023-09-23 00:00:00|SAL|8|01|101026
25100-22032-SEO|2023-06-28 00:00:00|SAL|3|01|101027
31090-2E000|2023-06-28 00:00:00|SAL|4|01|101027
22311-3C100-SEO|2023-07-01 00:00:00|SAL|7|01|101028
56500-2S001|2023-07-01 00:00:00|SAL|7|01|101028
58101-2DA31|2023-07-01 00:00:00|SAL|1|01|101028
49140-4A500|2023-03-22 00:00:00|SAL|8|01|101029
54630-3L000|2023-04-16 00:00:00|SAL|10|01|101030
KITPISPIC-040|2023-09-21 00:00:00|SAL|2|01|101031
3515022000|2023-09-21 00:00:00|SAL|3|01|101031
22100-2C010-SEO|2023-01-28 00:00:00|SAL|2|01|101032
23040-25200-075|2023-01-28 00:00:00|SAL|4|01|101032
23041-3C502-STD|2023-02-18 00:00:00|SAL|9|01|101033
25281-37120-SE|2023-02-18 00:00:00|SAL|1|01|101033
25215-4Z020-OEM|2023-02-18 00:00:00|SAL|8|01|101033
21930-1F100|2023-04-24 00:00:00|SAL|6|01|101034
28113-2D000|2023-04-24 00:00:00|SAL|7|01|101034
94460-2F000|2023-04-24 00:00:00|SAL|9|01|101034
54540-FD000|2023-04-24 00:00:00|SAL|1|01|101034
23060-02502-K|2023-04-24 00:00:00|SAL|5|01|101034
43394-28600-OEM|2023-09-21 00:00:00|SAL|4|01|101035
54530-4A000-KP|2023-09-21 00:00:00|SAL|4|01|101035
27301-22600-K|2023-09-21 00:00:00|SAL|1|01|101035
57700-4H100|2023-09-21 00:00:00|SAL|7|01|101035
22441-26100-OEM|2023-09-21 00:00:00|SAL|4|01|101035
24450-38010|2023-12-27 00:00:00|SAL|4|01|101036
23040-3C101-STD|2023-12-27 00:00:00|SAL|2|01|101036
39210-38405-SEO|2023-12-27 00:00:00|SAL|8|01|101036
24350-23800|2023-12-27 00:00:00|SAL|10|01|101036
27501-22B00|2023-12-27 00:00:00|SAL|4|01|101036
27300-39050-SEO|2023-09-13 00:00:00|SAL|9|01|101037
0K30E-12121-SEO|2023-06-08 00:00:00|SAL|9|01|101038
25330-2E000-AM|2023-06-08 00:00:00|SAL|5|01|101038
KITPISGETZ-040|2023-06-08 00:00:00|SAL|4|01|101038
18840-11051|2023-06-08 00:00:00|SAL|8|01|101038
21020-02591|2023-06-08 00:00:00|SAL|5|01|101038
54830-34000|2023-02-12 00:00:00|SAL|9|01|101039
25500-22250-SEO|2023-02-07 00:00:00|SAL|2|01|101040
54820-FD000-DHM|2023-02-07 00:00:00|SAL|10|01|101040
0K2A218W63|2023-04-19 00:00:00|SAL|2|01|101041
0K01134160A-SE|2023-04-19 00:00:00|SAL|8|01|101041
25380-FD000-PMC|2023-04-19 00:00:00|SAL|6|01|101041
23040-3C100|2023-04-19 00:00:00|SAL|3|01|101041
31110-4H500|2023-08-17 00:00:00|SAL|4|01|101042
31150-3E300|2023-08-17 00:00:00|SAL|9|01|101042
23357-38001-SEO|2023-08-17 00:00:00|SAL|7|01|101042
55160-1C200-SEO|2023-08-17 00:00:00|SAL|6|01|101042
0VN01-12-420A|2023-08-17 00:00:00|SAL|6|01|101042
58101-24A00-SEO|2023-12-05 00:00:00|SAL|5|01|101043
0S089-41400-K|2023-12-05 00:00:00|SAL|7|01|101043
57100-4A650|2023-12-05 00:00:00|SAL|2|01|101043
22410-26610|2023-12-05 00:00:00|SAL|4|01|101043
31110-2E300-SE|2023-09-07 00:00:00|SAL|2|01|101044
54610-FD000-RE|2023-09-07 00:00:00|SAL|9|01|101044
97730-4F150|2023-09-07 00:00:00|SAL|2|01|101044
HDK-036|2023-09-07 00:00:00|SAL|7|01|101044
39180-25300-TKC|2023-08-13 00:00:00|SAL|10|01|101045
23060-38901|2023-08-13 00:00:00|SAL|6|01|101045
21810-D3100|2023-08-13 00:00:00|SAL|10|01|101045
0K30E-10122A|2023-11-28 00:00:00|SAL|10|01|101046
22211-2E400|2023-11-28 00:00:00|SAL|1|01|101046
KITPISGETZ050|2023-11-28 00:00:00|SAL|3|01|101046
2341002270-050S|2023-08-04 00:00:00|SAL|4|01|101047
23060-23901-075|2023-08-04 00:00:00|SAL|8|01|101047
86811-4A001-SEO|2023-08-04 00:00:00|SAL|5|01|101047
51750-2D000-K|2023-08-04 00:00:00|SAL|6|01|101047
4PK0865|2023-08-04 00:00:00|SAL|1|01|101047
22441-37110-OEM|2023-05-21 00:00:00|SAL|6|01|101048
21310-2G011-OEM|2023-05-21 00:00:00|SAL|4|01|101048
0VNY1-11-SFX|2023-05-21 00:00:00|SAL|1|01|101048
3918022090|2023-03-22 00:00:00|SAL|3|01|101049
99YU19.1|2023-03-22 00:00:00|SAL|8|01|101049
23510-25240-TKC|2023-03-22 00:00:00|SAL|7|01|101049
95681-2B000|2023-11-15 00:00:00|SAL|2|01|101050
54584-38010|2023-11-15 00:00:00|SAL|9|01|101050
35310-23600-SEO|2023-11-15 00:00:00|SAL|10|01|101050
39310-39110|2023-12-22 00:00:00|SAL|8|01|101051
23110-4X000-SEO|2023-12-22 00:00:00|SAL|8|01|101051
25310-2D010-SE|2023-12-22 00:00:00|SAL|8|01|101051
86812-4A001-SEO|2023-12-22 00:00:00|SAL|10|01|101051
0K65D-12111|2023-02-14 00:00:00|SAL|9|01|101052
39180-25300-OEM|2023-02-14 00:00:00|SAL|1|01|101052
31112-1C000|2023-09-16 00:00:00|SAL|3|01|101053
82620-1C020|2023-09-16 00:00:00|SAL|10|01|101053
0K30E-13-250-TK|2023-09-16 00:00:00|SAL|5|01|101053
31110-2B000-OEM|2023-05-22 00:00:00|SAL|3|01|101054
21813-4A021-SE|2023-05-22 00:00:00|SAL|5|01|101054
39250-03000|2023-05-22 00:00:00|SAL|2|01|101054
51712-1C000|2023-05-22 00:00:00|SAL|3|01|101054
54811-3E110-SEO|2023-07-15 00:00:00|SAL|3|01|101055
21310-02552|2023-09-02 00:00:00|SAL|6|01|101056
25212-37182|2023-09-02 00:00:00|SAL|1|01|101056
20910-2CA00|2023-09-02 00:00:00|SAL|10|01|101056
24312-22010|2023-06-23 00:00:00|SAL|8|01|101057
4PK850-MIT|2023-06-23 00:00:00|SAL|4|01|101057
24355-23770-TKC|2023-05-04 00:00:00|SAL|6|01|101058
21830-1C270-K|2023-05-04 00:00:00|SAL|1|01|101058
25281-37120-SE|2023-01-01 00:00:00|SAL|5|01|101059
PINT200|2023-01-01 00:00:00|SAL|7|01|101059
0K955-12-730A|2023-01-01 00:00:00|SAL|8|01|101059
54660-2B200|2023-01-01 00:00:00|SAL|1|01|101059
24375-2E100|2023-07-19 00:00:00|SAL|9|01|101060
23410-26511-STD|2023-07-19 00:00:00|SAL|6|01|101060
20910-2BK01|2023-07-19 00:00:00|SAL|3|01|101060
KITGTZ030|2023-07-19 00:00:00|SAL|3|01|101060
31112-C9000|2023-07-19 00:00:00|SAL|7|01|101060
21310-37100-SEO|2023-12-12 00:00:00|SAL|1|01|101061
54501-1C000-CH|2023-12-12 00:00:00|SAL|1|01|101061
25435-22050|2023-03-22 00:00:00|SAL|3|01|101062
24411-3E000-APK|2023-03-22 00:00:00|SAL|2|01|101062
25100-2X200-SEO|2023-12-01 00:00:00|SAL|8|01|101063
21020-25150|2023-12-01 00:00:00|SAL|5|01|101063
KIT-02|2023-06-18 00:00:00|SAL|2|01|101064
82660-FD010|2023-06-18 00:00:00|SAL|4|01|101064
KITCLUPRE-KP|2023-06-18 00:00:00|SAL|2|01|101064
MEKITCERA-SEONG|2023-06-18 00:00:00|SAL|8|01|101064
0K6Z211SHG0-PMC|2023-04-21 00:00:00|SAL|5|01|101065
24312-26050-BA|2023-04-21 00:00:00|SAL|8|01|101065
35301-1C000-SE|2023-04-21 00:00:00|SAL|10|01|101065
25100-2Y000|2023-12-18 00:00:00|SAL|3|01|101066
KITCACERA-SE|2023-12-18 00:00:00|SAL|9|01|101066
39210-39820-SEO|2023-03-22 00:00:00|SAL|8|01|101067
43384-22620|2023-03-22 00:00:00|SAL|5|01|101067
2222423500-KOS|2023-03-22 00:00:00|SAL|1|01|101067
39180-23910-TKC|2023-03-22 00:00:00|SAL|2|01|101067
24312-2X000-DON|2023-03-22 00:00:00|SAL|7|01|101067
51720-2D100|2023-05-27 00:00:00|SAL|4|01|101068
23110-4X000|2023-05-27 00:00:00|SAL|1|01|101068
0K3Y0-SE0-STD|2023-05-27 00:00:00|SAL|1|01|101068
23410-25210-STD|2023-05-27 00:00:00|SAL|9|01|101068
54501-1C000-CH|2023-05-27 00:00:00|SAL|2|01|101068
KITPISPIC-040|2023-11-21 00:00:00|SAL|1|01|101069
0K2FA-34-550|2023-11-21 00:00:00|SAL|5|01|101069
KITCADSON|2023-11-21 00:00:00|SAL|10|01|101069
25330-2E000-AM|2023-07-18 00:00:00|SAL|2|01|101070
94460-2F000-SE|2023-07-18 00:00:00|SAL|8|01|101070
21830-D3200|2023-07-18 00:00:00|SAL|5|01|101070
57724-4H000|2023-07-18 00:00:00|SAL|1|01|101070
54500-FD000-SEO|2023-06-09 00:00:00|SAL|1|01|101071
86812-2D500-SEO|2023-06-09 00:00:00|SAL|3|01|101071
0K2A218W63|2023-06-09 00:00:00|SAL|1|01|101071
54611-07000|2023-06-09 00:00:00|SAL|3|01|101071
0K756-15-171C-T|2023-06-09 00:00:00|SAL|6|01|101071
39350-3E120|2023-08-06 00:00:00|SAL|6|01|101072
0K3Y0-SE0-STD|2023-08-06 00:00:00|SAL|7|01|101072
0K52Y-1333X|2023-04-05 00:00:00|SAL|1|01|101073
28113-3K200-SEO|2023-04-05 00:00:00|SAL|1|01|101073
25500-37200-TKC|2023-04-05 00:00:00|SAL|9|01|101073
86811-2D500-SEO|2023-04-05 00:00:00|SAL|2|01|101073
97730-2D000-SE|2023-08-24 00:00:00|SAL|9|01|101074
22100-22600-SEO|2023-08-24 00:00:00|SAL|8|01|101074
0K3Y0-11-SC0-ST|2023-05-08 00:00:00|SAL|7|01|101075
82210-2D000-SEO|2023-05-08 00:00:00|SAL|10|01|101075
25100-02566-SEO|2023-05-08 00:00:00|SAL|7|01|101075
51712-FD200|2023-07-14 00:00:00|SAL|4|01|101076
2185022300|2023-07-14 00:00:00|SAL|6|01|101076
21830-2B600|2023-07-14 00:00:00|SAL|7|01|101076
0K75A-10311B|2023-07-14 00:00:00|SAL|4|01|101076
24410-26000-TKC|2023-07-14 00:00:00|SAL|7|01|101076
27300-39800|2023-01-06 00:00:00|SAL|10|01|101077
21930-2E300|2023-06-20 00:00:00|SAL|5|01|101078
25461-22601-TKC|2023-05-23 00:00:00|SAL|10|01|101079
24551-22020|2023-05-23 00:00:00|SAL|4|01|101079
56825-D3000|2023-05-23 00:00:00|SAL|10|01|101079
KIT-050PIC|2023-05-19 00:00:00|SAL|6|01|101080
23410-23942-050|2023-05-19 00:00:00|SAL|6|01|101080
KITPISPIC-040|2023-05-19 00:00:00|SAL|8|01|101080
54840-2B200|2023-05-19 00:00:00|SAL|3|01|101080
81790-4A140|2023-06-13 00:00:00|SAL|5|01|101081
20910-23F00|2023-12-16 00:00:00|SAL|8|01|101082
54530-4A000-KP|2023-05-31 00:00:00|SAL|7|01|101083
54555-22000|2023-11-28 00:00:00|SAL|2|01|101084
24355-23800-K|2023-11-28 00:00:00|SAL|7|01|101084
56500-2S001|2023-11-28 00:00:00|SAL|9|01|101084
41610-2D100|2023-02-27 00:00:00|SAL|4|01|101085
25620-26870|2023-10-09 00:00:00|SAL|5|01|101086
0K60E41920-PMC|2023-11-03 00:00:00|SAL|8|01|101087
0K30E-10122A|2023-11-03 00:00:00|SAL|9|01|101087
20910-02H00-OEM|2023-10-17 00:00:00|SAL|3|01|101088
51716-1C010|2023-10-17 00:00:00|SAL|4|01|101088
21310-37100-NPC|2023-06-27 00:00:00|SAL|9|01|101089
21020-37220-K|2023-06-27 00:00:00|SAL|2|01|101089
24355-25000-SE|2023-12-10 00:00:00|SAL|10|01|101090
20910-26E01|2023-12-10 00:00:00|SAL|4|01|101090
64101-1C001|2023-12-10 00:00:00|SAL|8|01|101090
0K30E-18140-SE|2023-07-07 00:00:00|SAL|8|01|101091
23410-39810-STD|2023-07-07 00:00:00|SAL|7|01|101091
21830-2E400|2023-11-12 00:00:00|SAL|5|01|101092
22211-2E400|2023-11-12 00:00:00|SAL|8|01|101092
0K3Y011SFX|2023-11-12 00:00:00|SAL|1|01|101092
35210-37150|2023-07-11 00:00:00|SAL|5|01|101093
21930-1F100|2023-07-11 00:00:00|SAL|10|01|101093
22311-38400|2023-07-11 00:00:00|SAL|10|01|101093
8265022001|2023-07-11 00:00:00|SAL|7|01|101093
41430-23200-SEO|2023-07-11 00:00:00|SAL|3|01|101093
24551-22020|2023-06-26 00:00:00|SAL|6|01|101094
58305-1CA00-SEO|2023-06-26 00:00:00|SAL|7|01|101094
L2935L-568202E0|2023-06-26 00:00:00|SAL|8|01|101094
54830-1C000-DHM|2023-06-26 00:00:00|SAL|1|01|101094
3918022090|2023-06-26 00:00:00|SAL|6|01|101094
97617-1C001-SEO|2023-03-17 00:00:00|SAL|5|01|101095
0K30A-26115C-SE|2023-03-17 00:00:00|SAL|6|01|101095
54530-3J000|2023-06-09 00:00:00|SAL|3|01|101096
24321-23770|2023-06-09 00:00:00|SAL|10|01|101096
24410-22000|2023-06-09 00:00:00|SAL|5|01|101096
23060-23912|2023-06-09 00:00:00|SAL|5|01|101096
39210-2C100|2023-06-09 00:00:00|SAL|9|01|101096
25330-2E000-AM|2023-12-22 00:00:00|SAL|2|01|101097
0K30A-43400C-SE|2023-12-22 00:00:00|SAL|2|01|101097
25100-26902-SEO|2023-03-30 00:00:00|SAL|6|01|101098
546102D100|2023-03-30 00:00:00|SAL|4|01|101098
KITPISRIO-030|2023-03-30 00:00:00|SAL|6|01|101098
54812-1C000|2023-03-30 00:00:00|SAL|9|01|101098
