numdevo|cliente|nomcli|emision|estatus|numfac|tot_devo|codven|almacen
DV000263|00000073|INVERSIONES CENTESOL MOTORS, C.A|20240318|OK|NC000649|43.8000|04|01
DV000264|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240318|OK|NC000650|100.9300|01|01
DV000265|00000621|REPUESTOS SUPER CASANOVA. C.A|20240319|OK|NC000652|74.0000|01|01
DV000266|00000621|REPUESTOS SUPER CASANOVA. C.A|20240319|OK|NC000652|15.6500|01|01
DV000267|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240319|OK|NC000651|15.0000|02|01
DV000268|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C|20240320|OK|NC000653|219.6000|34|01
DV000269|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240320|OK|NC000654|18.0300|02|01
DV000270|00000710|VENEREPUESTOS YJJ, C.A.|20240322|OK|NC000656|18.0300|19|01
DV000271|00000539|INVERSIONES MAGNUN XVI , C.A.  (INVERSIONES MAGNUN XVI , C.A. )|20240326|OK|NC000657|60.8200|25|01
DV000272|00000393|CARS PARTS SUR, C.A|20240326|OK|NC000658|19.8300|04|01
DV000273|00000393|CARS PARTS SUR, C.A|20240326|OK|NC000658|20.1000|04|01
DV000274|00000229|REPUESTOS ASIATICOS L&D C.A|20240326|OK|NC000659|16.7000|04|01
DV000275|00000268|AUTOPARTES DE LISLE, C.A|20240326|OK|NC000660|19.3600|04|01
DV000276|00000718|DRYF DISTRIBUIDORA DE REPUESTOS Y FERRETERIA, C.A.|20240326|OK|NC000661|185.4600|30|01
DV000277|00000740|AUTOMOTO STORE, C.A.|20240326|OK|NC000662|176.1400|01|01
DV000278|00000712|FB IMPORTS, C.A|20240326|OK|NC000663|345.7600|01|01
DV000279|00000712|FB IMPORTS, C.A|20240326|OK|NC000664|64.1500|01|01
DV000280|00000331|ASIATICOS PENINSULA, C.A|20240403|OK|NC000666|19.8800|04|01
DV000281|00000331|ASIATICOS PENINSULA, C.A|20240403|OK|NC000665|77.3900|04|01
DV000282|00000378|REPUESTOS SUPER VICTORIA, C.A|20240405|OK|NC000668|21.6100|01|01
DV000283|00000378|REPUESTOS SUPER VICTORIA, C.A|20240405|OK|NC000668|63.0500|01|01
DV000284|00000378|REPUESTOS SUPER VICTORIA, C.A|20240405|OK|NC000668|209.4500|01|01
DV000285|00000443|CORPORACION HEROF C.A.|20240405|OK|NC000667|48.2000|19|01
DV000286|00000431|INVERSIONES M&amp;N CARS, C.A. (INVERSIONES M&amp;N CARS, C.A.)|20240409|OK|NC000672|71.3800|01|01
DV000287|00000431|INVERSIONES M&amp;N CARS, C.A. (INVERSIONES M&amp;N CARS, C.A.)|20240409|OK|NC000672|99.8000|01|01
DV000288|00000413|AUTOPART'S UNION,C.A|20240409|OK|NC000671|156.2600|02|01
DV000289|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240409|OK|NC000670|27.1300|02|01
DV000290|00000403|G.C AUTOPARTES C.A|20240409|OK|NC000669|9.9400|19|01
DV000291|00000466|AUTO REPUESTOS HYUNDAI, C.A (AUTO REPUESTOS HYUNDAI, C.A)|20240412|OK|NC000674|15.4500|33|01
DV000292|00000016|DISTRIBUIDORA CHINA CAR, C.A.|20240412|OK|NC000673|24.0300|02|01
DV000293|00000621|REPUESTOS SUPER CASANOVA. C.A|20240415|OK|NC000680|85.5000|01|01
DV000294|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240415|OK|NC000676|90.4500|19|01
DV000295|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20240415|OK|NC000678|9.9400|19|01
DV000296|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20240415|OK|NC000679|13.4400|19|01
DV000297|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20240415|OK|NC000677|38.7200|19|01
DV000298|00000716|TABUA AUTO PARTES, C.A.|20240415|OK|NC000675|213.5700|02|01
DV000299|00000140|JOSE LUIS GOMEZ MAUHAD(INVERSIONES AGUA FRIA J.G-1)|20240418|OK|NC000681|26.9400|30|01
DV000300|00000663|MULTISERVICIOS Y AUTOPARTES JL CA|20240418|OK|NC000685|28.8000|04|01
DV000301|00000663|MULTISERVICIOS Y AUTOPARTES JL CA|20240418|OK|NC000686|81.6300|04|01
DV000302|00000663|MULTISERVICIOS Y AUTOPARTES JL CA|20240418|OK|NC000685|143.5800|04|01
DV000303|00000278|AUTO REPUESTOS WS, C.A|20240418|OK|NC000688|18.1500|04|01
DV000304|00000268|AUTOPARTES DE LISLE, C.A|20240418|OK|NC000684|45.4000|04|01
DV000305|00000393|CARS PARTS SUR, C.A|20240418|OK|NC000682|78.1300|04|01
DV000306|00000393|CARS PARTS SUR, C.A|20240418|OK|NC000683|134.8600|04|01
DV000307|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240422|OK|NC000689|9.9000|01|01
DV000308|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240423|OK|NC000690|7.9500|01|01
DV000309|00000747|MUNDO DEL REPUESTO 2.0 MILENIUM, C.A|20240424|OK|NC000695|12.3700|02|01
DV000310|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20240424|OK|NC000694|25.8000|01|01
DV000311|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240424|OK|NC000692|76.2800|02|01
DV000312|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240424|OK|NC000693|87.8600|02|01
DV000313|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240424|OK|NC000691|66.3500|02|01
DV000314|00000073|INVERSIONES CENTESOL MOTORS, C.A|20240429|OK|NC000696|17.5200|04|01
DV000315|00000073|INVERSIONES CENTESOL MOTORS, C.A|20240429|OK|NC000697|35.0400|04|01
DV000316|00000618|REPUESTOS M&amp;C VALENCIA, C.A|20240429|OK|NC000698|431.4800|02|01
DV000317|00000618|REPUESTOS M&amp;C VALENCIA, C.A|20240429|OK|NC000699|426.8000|02|01
DV000318|00000618|REPUESTOS M&amp;C VALENCIA, C.A|20240429|OK|NC000700|55.6200|02|01
DV000319|00000378|REPUESTOS SUPER VICTORIA, C.A|20240430|OK|NC000701|75.9100|01|01
DV000320|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240430|OK|NC000702|9.9400|02|01
DV000321|00000413|AUTOPART'S UNION,C.A|20240502|OK|NC000703|78.1300|02|01
DV000322|00000631|DORAUTO IMPORTS, C.A|20240506|OK|NC000704|63.4900|02|01
DV000323|00000631|DORAUTO IMPORTS, C.A|20240506|OK|NC000705|57.8600|02|01
DV000324|00000631|DORAUTO IMPORTS, C.A|20240506|OK|NC000706|18.5800|02|01
DV000325|00000631|DORAUTO IMPORTS, C.A|20240506|OK|NC000707|63.4900|02|01
DV000326|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240506|OK|NC000708|275.8600|02|01
DV000327|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240506|OK|NC000709|80.0000|02|01
DV000328|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20240506|OK|NC000710|37.1300|19|01
DV000329|00000095|AUTO REPUESTOS PICHA, C.A.|20240513|OK|NC000712|173.9500|34|01
DV000330|00000455|AUTO PARTES HYUMI CA (AUTO PARTES HYUMI CA)|20240513|OK|NC000713|42.8400|21|01
DV000331|00000689|COMERCIALIZADORA ASIATICA, C.A.|20240513|OK|NC000714|28.8000|04|01
DV000332|00000229|REPUESTOS ASIATICOS L&D C.A|20240513|OK|NC000715|57.6000|04|01
DV000333|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240513|OK|NC000716|98.5100|02|01
DV000334|00000403|G.C AUTOPARTES C.A|20240513|OK|NC000717|9.9400|19|01
DV000335|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.|20240513|OK|NC000718|49.3400|02|01
DV000336|00000328|DISAUTOS C.A|20240522|OK|NC000719|60.0000|01|01
DV000337|00000193|EUROASIATICOS, C.A|20240524|OK|NC000759|21.2200|30|01
DV000338|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20240524|OK|NC000720|181.1800|30|01
DV000339|00000330|DAVAL, C.A|20240529|OK|NC000737|84.8700|02|01
DV000340|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20240529|OK|NC000721|38.2200|02|01
DV000341|00000662|AUTOREPUESTOS CHEVY CENTER, C.A|20240529|OK|NC000722|75.4000|02|01
DV000342|00000662|AUTOREPUESTOS CHEVY CENTER, C.A|20240529|OK|NC000723|61.1100|02|01
DV000343|00000048|REPUESTOS EL MILENIUM C.A|20240529|OK|NC000724|192.3100|34|01
DV000344|00000139|IMPORTADORA RAYNE, C.A|20240529|OK|NC000725|137.4800|02|01
DV000345|00000275|AL ALTISIMO C.A|20240529|OK|NC000726|60.8700|25|01
DV000346|00000320|AUTO REPUESTOS ANGULO C.A|20240529|OK|NC000727|68.2200|25|01
DV000347|00000320|AUTO REPUESTOS ANGULO C.A|20240529|OK|NC000728|120.1200|25|01
DV000348|00000320|AUTO REPUESTOS ANGULO C.A|20240529|OK|NC000734|90.0000|25|01
DV000349|00000320|AUTO REPUESTOS ANGULO C.A|20240529|OK|NC000735|60.8700|25|01
DV000350|00000320|AUTO REPUESTOS ANGULO C.A|20240529|OK|NC000736|30.0300|25|01
DV000351|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20240530|OK|NC000733|263.2000|01|01
DV000352|00000665|SERVICIOS Y REPUESTOS JUNIOR C.A.|20240530|OK|NC000732|13.4400|30|01
DV000353|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240530|OK|NC000730|13.5800|19|01
DV000354|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240530|OK|NC000731|12.5300|19|01
DV000355|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20240530|OK|NC000729|29.8200|19|01
DV000356|00000663|MULTISERVICIOS Y AUTOPARTES JL CA|20240530|OK|NC000741|39.5400|04|01
DV000357|00000026|HONDA CARS, C.A.|20240530|OK|NC000740|18.0300|04|01
DV000358|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20240530|OK|NC000739|15.6500|04|01
DV000359|00000513|MARRERO'S CAR, C.A. (MARRERO'S CAR, C.A.)|20240531|OK|NC000738|63.4900|30|01
DV000360|00000443|CORPORACION HEROF C.A.|20240603|OK|NC000745|28.3200|19|01
DV000361|00000443|CORPORACION HEROF C.A.|20240603|OK|NC000746|22.9700|19|01
DV000362|00000443|CORPORACION HEROF C.A.|20240603|OK|NC000747|42.3100|19|01
DV000363|00000393|CARS PARTS SUR, C.A|20240603|OK|NC000744|13.4000|04|01
DV000364|00000752|LA CASA DEL LANCER C.A.|20240603|PE||25.2000|02|01
DV000365|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240603|OK|NC000742|9.9400|02|01
DV000366|00000745|SUMINISTROS ASTUME CA|20240605|OK|NC000748|17.9600|01|01
DV000367|00000623|TE LO TENGO IMPORT 2021, C.A.|20240605|OK|NC000749|265.1200|30|01
DV000368|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.|20240610|OK|NC000750|35.4200|02|01
DV000369|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240610|OK|NC000751|13.9900|02|01
DV000370|00000193|EUROASIATICOS, C.A|20240611|OK|NC000752|17.4700|30|01
DV000371|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20240611|OK||60.8700|21|01
DV000372|00000730|INVERSIONES MODELO C.A.|20240614|OK|NC000755|77.3900|25|01
DV000373|00000734|AUTOREPUESTOS EL FAMA, C.A.|20240614|OK|NC000756|45.7300|25|01
DV000374|00000400|AUTOREPUESTOS ENRIQUETA, C.A. (AUTOREPUESTOS ENRIQUETA, C.A.)|20240614|OK|NC000757|10.8200|02|01
DV000375|00000633|REPUESTO EL FAMA, C.A.|20240614|OK|NC000754|70.5100|25|01
DV000376|00000448|INVERSIONES 297, C.A. (INVERSIONES 297, C.A.)|20240618|OK|NC000758|61.8000|21|01
DV000377|00000244|REPUESTOS SAFIURI C.A|20240701|OK|NC000760|20.1000|19|01
DV000378|00000244|REPUESTOS SAFIURI C.A|20240701|OK|NC000761|62.4200|19|01
DV000379|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20240701|OK|NC000762|37.0000|06|05
DV000380|00000244|REPUESTOS SAFIURI C.A|20240701|OK|NC000763|49.5000|19|01
DV000381|00000331|ASIATICOS PENINSULA, C.A|20240701|OK|NC000764|18.0300|04|01
DV000382|00000341|AUTO REPUESTOS MIMO MOTORS, C.A|20240702|OK|NC000765|60.4500|05|01
DV000383|00000631|DORAUTO IMPORTS, C.A|20240702|OK|NC000766|185.4000|02|01
DV000384|00000095|AUTO REPUESTOS PICHA, C.A.|20240702|OK|NC000767|87.9700|34|01
DV000385|00000413|AUTOPART'S UNION,C.A|20240703|OK|NC000768|504.7000|02|01
DV000386|00000268|AUTOPARTES DE LISLE, C.A|20240703|OK|NC000769|97.8500|04|01
DV000387|00000393|CARS PARTS SUR, C.A|20240710|OK|NC000770|46.7400|04|01
DV000388|00000766|REPUESTOS EURO KOREA, C.A.|20240710|OK|NC000771|113.8900|02|01
DV000389|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20240710|OK|NC000772|15.4500|02|01
DV000390|00000081|DISTRIBUIDORA R Y M C.A|20240717|OK||4.0000|30|01
DV000391|00000503|FELIPE ALEJANDRO MATHEUS MOLINA(TUTTO AUTOPARTS, F.P)|20240717|OK||75.0100|01|01
DV000392|00000095|AUTO REPUESTOS PICHA, C.A.|20240717|OK||58.3500|34|01
DV000393|00000048|REPUESTOS EL MILENIUM C.A|20240717|OK||126.7400|34|01
DV000394|00000393|CARS PARTS SUR, C.A|20240717|OK||19.5000|04|01
DV000395|00000689|COMERCIALIZADORA ASIATICA, C.A.|20240717|OK|NC000779|116.9600|04|01
DV000396|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20240717|OK|NC000780|80.8500|21|03
DV000397|00000621|REPUESTOS SUPER CASANOVA. C.A|20240717|OK||9.4800|06|01
DV000398|00000474|RL REPRESENTACIONES MARA C.A.|20240717|OK||26.8000|04|01
DV000399|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20240718|OK||39.9000|12|01
DV000400|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240719|OK||18.0300|02|01
DV000401|00000400|AUTOREPUESTOS ENRIQUETA, C.A. (AUTOREPUESTOS ENRIQUETA, C.A.)|20240723|OK|NC000785|19.3200|02|01
DV000402|00000703|SERVIREPUESTOS CAGUA, C.A.|20240801|OK|NC000786|156.2600|02|01
DV000403|00000747|MUNDO DEL REPUESTO 2.0 MILENIUM, C.A|20240801|OK||19.6200|02|01
DV000404|00000754|AUTOMASTER HM, C.A|20240801|OK||15.9400|02|01
DV000405|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20240801|OK||62.6400|04|01
DV000406|00000061|COVECA CABUDARE CA|20240801|OK|NC000790|65.9800|30|01
DV000407|00000685|AUTO REPUESTOS FRANK CARS C.A.|20240805|OK|NC000791|60.8700|33|01
DV000408|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240807|OK||13.8100|01|01
DV000409|00000321|SUREPUESTO CAGUA C.A|20240809|OK|NC000793|98.5000|02|01
DV000410|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20240812|OK||102.8000|12|01
DV000411|00000729|LA 13 AUTO REPUESTOS, C.A.|20240812|OK||190.9600|04|01
DV000412|00000095|AUTO REPUESTOS PICHA, C.A.|20240813|OK||14.8400|34|01
DV000413|00000095|AUTO REPUESTOS PICHA, C.A.|20240813|OK||14.8400|34|01
DV000414|00000754|AUTOMASTER HM, C.A|20240813|OK||28.2100|02|01
DV000415|00000754|AUTOMASTER HM, C.A|20240813|OK||55.5700|02|01
DV000416|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240813|OK||69.3300|19|01
DV000417|00000244|REPUESTOS SAFIURI C.A|20240813|OK||30.7200|19|01
DV000418|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240813|OK||101.9700|02|01
DV000419|00000378|REPUESTOS SUPER VICTORIA, C.A|20240813|OK||31.5100|06|01
DV000420|00000539|INVERSIONES MAGNUN XVI , C.A.  (INVERSIONES MAGNUN XVI , C.A. )|20240813|OK||8.7600|25|01
DV000421|00000707|AUTOPARTES KOREA JAPON C.A.|20240813|OK||31.2100|25|01
DV000422|00000095|AUTO REPUESTOS PICHA, C.A.|20240813|OK||27.9800|34|01
DV000423|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20240813|OK||48.8300|06|01
DV000424|00000644|AUTOPARTES SJV,C.A|20240813|OK||46.6800|19|01
DV000425|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240814|OK||490.0000|02|01
DV000426|00000039|MGA AUTOPARTES, C.A.|20240815|OK|NC000812|92.1800|02|01
DV000427|00000513|MARRERO'S CAR, C.A. (MARRERO'S CAR, C.A.)|20240819|OK||63.7500|30|01
DV000428|00000710|VENEREPUESTOS YJJ, C.A.|20240821|OK|NC000815|55.6200|19|01
DV000429|00000710|VENEREPUESTOS YJJ, C.A.|20240821|OK|NC000816|75.7200|19|01
DV000430|00000631|DORAUTO IMPORTS, C.A|20240821|OK||93.1800|02|01
DV000431|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20240821|OK|NC000818|3.8000|02|01
DV000432|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240821|OK||25.0000|02|01
DV000433|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240821|OK||98.4500|01|01
DV000434|00000685|AUTO REPUESTOS FRANK CARS C.A.|20240821|OK||9.2600|33|01
DV000435|00000609|REPUESTOS EL PENON PARAISO C.A.|20240829|OK|NC000823|88.9200|19|01
DV000436|00000610|EL IMPERIO DEL TAXISTA 2020, C.A.|20240904|OK||60.8700|30|01
DV000437|00000781|AUTOPARTES OVIEDO 16, C.A.|20240905|OK||4.0000|12|01
DV000438|00000733|SUPER REPUESTOS LA ESTRELLA, C.A.|20240905|OK||8.8000|06|01
DV000439|00000361|AUTOPARTES LA ARBOLEDA, C.A|20240905|OK|NC000828|60.8700|19|01
DV000440|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20240905|OK|NC000827|63.4900|02|01
DV000441|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20240905|OK||84.7500|06|01
DV000442|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240910|OK||8.1900|01|01
DV000443|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20240916|OK||25.0000|21|01
DV000444|00000060|REPUESTOS COVECA CA|20240916|OK|NC000833|250.4600|01|01
DV000445|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20240918|OK||24.6600|12|01
DV000446|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20240918|OK||24.6600|12|01
DV000447|00000631|DORAUTO IMPORTS, C.A|20240919|OK||42.3200|02|01
DV000448|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C|20240920|OK|NC000837|75.7700|34|01
DV000449|00000060|REPUESTOS COVECA CA|20240923|OK||69.5300|01|01
DV000450|00000139|IMPORTADORA RAYNE, C.A|20240924|OK||121.7200|02|01
DV000451|00000139|IMPORTADORA RAYNE, C.A|20240924|OK||12.2400|02|01
DV000452|00000139|IMPORTADORA RAYNE, C.A|20240924|OK||78.1300|02|01
DV000453|00000139|IMPORTADORA RAYNE, C.A|20240924|OK||54.0800|02|01
DV000454|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240924|OK||76.9800|01|01
DV000455|00000060|REPUESTOS COVECA CA|20240925|OK||28.8500|01|01
DV000456|00000403|G.C AUTOPARTES C.A|20240925|OK||15.1900|19|01
DV000457|00000051|REYREP, C.A.|20240925|OK|NC000843|25.0700|19|01
DV000458|00000393|CARS PARTS SUR, C.A|20240925|OK|NC000844|13.9100|04|01
DV000459|00000393|CARS PARTS SUR, C.A|20240925|OK|NC000844|7.9000|04|01
DV000460|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20240925|OK||17.4700|04|01
DV000461|00000703|SERVIREPUESTOS CAGUA, C.A.|20240925|OK|NC000846|78.1300|02|01
DV000462|00000360|INVERSIONES AUTOKAT 2016, C.A|20240925|OK||80.0000|01|01
DV000463|00000360|INVERSIONES AUTOKAT 2016, C.A|20240925|OK||89.6000|01|01
DV000464|00000197|TRANSPORTE EL FARO, C.A|20240925|OK||58.3100|12|01
DV000465|00000776|MUNKO 1128 C.A (MUNKO 1128 C.A)|20240925|OK||45.0000|02|01
DV000466|00000631|DORAUTO IMPORTS, C.A|20240925|OK|NC000850|46.1300|02|01
DV000467|00000460|REPUESTOS CARONI C.A. (CARONICA) (REPUESTOS CARONI C.A (CARONICA)|20240926|OK||59.1200|12|01
DV000468|00000732|REPUESTOS DANG MOTOR, C.A|20241009|OK||60.8700|01|01
DV000469|00000732|REPUESTOS DANG MOTOR, C.A|20241009|OK||19.8800|01|01
DV000470|00000781|AUTOPARTES OVIEDO 16, C.A.|20241009|OK||11.1900|12|01
DV000471|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241010|OK||20.3100|01|01
DV000472|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241011|OK||7.2500|01|01
DV000473|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241014|OK||26.3800|01|01
DV000474|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20241014|OK||26.5200|02|01
DV000475|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20241014|OK||14.8700|06|01
DV000476|00000378|REPUESTOS SUPER VICTORIA, C.A|20241014|OK||33.0600|06|01
DV000477|00000378|REPUESTOS SUPER VICTORIA, C.A|20241014|OK||28.9100|06|01
DV000478|00000737|SILVIO MIGUEL OLIVARES ARELLANO(MULTIREPUESTOS DM OLIVARES, F.P)|20241014|OK||62.5000|12|01
DV000479|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20241014|OK||123.0600|12|01
DV000480|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20241014|OK||57.0000|12|01
DV000481|00000596|REPUESTOS SUPER SHAYA, C. A.|20241014|OK||90.2000|06|01
DV000482|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20241014|OK||141.6000|19|01
DV000483|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20241014|OK||30.3000|19|01
DV000484|00000117|REPUESTOS AUTOZONE, C.A|20241014|OK||11.1000|01|01
DV000485|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241014|OK||41.1200|01|01
DV000486|00000060|REPUESTOS COVECA CA|20241017|OK||54.3500|01|01
DV000487|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20241022|OK||75.0000|02|01
DV000488|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20241022|OK||36.9600|02|01
DV000489|00000117|REPUESTOS AUTOZONE, C.A|20241022|OK||13.4000|01|01
DV000490|00000117|REPUESTOS AUTOZONE, C.A|20241022|OK||92.9000|01|01
DV000491|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241022|OK||55.1700|01|01
DV000492|00000016|DISTRIBUIDORA CHINA CAR, C.A.|20241022|OK||5.5500|02|01
DV000493|00000095|AUTO REPUESTOS PICHA, C.A.|20241022|OK||27.9800|34|01
DV000494|00000095|AUTO REPUESTOS PICHA, C.A.|20241022|OK||131.4400|34|01
DV000495|00000095|AUTO REPUESTOS PICHA, C.A.|20241022|OK||13.9900|34|01
DV000496|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20241022|OK||142.7800|19|01
DV000497|00000596|REPUESTOS SUPER SHAYA, C. A.|20241022|OK||42.1800|06|01
DV000498|00000596|REPUESTOS SUPER SHAYA, C. A.|20241022|OK||17.1300|06|01
DV000499|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241023|OK||4.4600|01|01
DV000500|00000309|REPUESTOS GUALID, C.A|20241024|OK||13.8400|25|01
DV000501|00000443|CORPORACION HEROF C.A.|20241024|OK||14.8600|19|01
DV000502|00000689|COMERCIALIZADORA ASIATICA, C.A.|20241024|OK||84.0800|04|01
DV000503|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20241024|OK||10.4600|02|01
DV000504|00000133|REPUESTOS CARVAL C.A|20241024|OK||239.3400|01|01
DV000505|00000133|REPUESTOS CARVAL C.A|20241024|OK||22.9200|01|01
DV000506|00000133|REPUESTOS CARVAL C.A|20241024|OK||171.7200|01|01
DV000507|00000133|REPUESTOS CARVAL C.A|20241024|OK||140.0000|01|01
DV000508|00000535|REPUESTOS PRO, C.A (REPUESTOS PRO, C.A)|20241025|OK|NC000889|14.6800|33|01
DV000509|00000496|RIVERSA, C.A. (RIVERSA, COMPAÑIA ANONIMA)|20241025|OK||79.5800|04|01
DV000510|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)|20241025|OK||122.0600|04|01
DV000511|00000360|INVERSIONES AUTOKAT 2016, C.A|20241025|OK||127.3100|01|01
DV000512|00000360|INVERSIONES AUTOKAT 2016, C.A|20241025|OK||20.3900|01|01
DV000513|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241025|OK||57.1000|01|01
DV000514|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20241028|OK||79.9000|19|01
DV000515|00000354|EL GARAJE DE LOS REPUESTOS, C.A|20241031|OK||52.3800|12|01
DV000516|00000707|AUTOPARTES KOREA JAPON C.A.|20241031|OK|NC000893|32.2000|25|01
DV000517|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20241106|OK||127.3100|02|01
DV000518|00000536|REIKO IMPORT, C.A. (REIKO IMPORT, C.A.)|20241106|OK||155.2700|19|01
DV000519|00000536|REIKO IMPORT, C.A. (REIKO IMPORT, C.A.)|20241106|OK||155.2700|19|01
DV000520|00000415|DEYKORE, C.A. (DEYKORE .CA)|20241106|OK||122.0200|19|01
DV000521|00000415|DEYKORE, C.A. (DEYKORE .CA)|20241106|OK||9.3900|19|01
DV000522|00000415|DEYKORE, C.A. (DEYKORE .CA)|20241106|OK||12.8800|19|01
DV000523|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20241106|OK||5.5600|12|01
DV000524|00000781|AUTOPARTES OVIEDO 16, C.A.|20241106|OK||107.9400|12|01
DV000525|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241107|OK||32.0300|01|01
DV000526|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20241108|OK||36.9600|02|01
